date_num	date	a	b	close	d	e	f	g	h	i
1994,723023	20-Sep-1994	450743	332105.59	-33.76	101.27	-34.01	-33.29	101.25	-33.54	-38.05
1994,750122	30-Sep-1994	445853	328731.59	-34.46	97.98	-33.36	-33.98	97.95	-32.88	-38.01
1994,777344	10-Oct-1994	444457	325719.09	-32.35	97.40	-32.89	-31.86	97.37	-32.40	-37.88
1994,804443	20-Oct-1994	457269	334358.19	-30.57	97.25	-32.71	-30.08	97.21	-32.22	-37.78
1994,831665	30-Oct-1994	457991	335481.81	-32.03	99.09	-32.98	-31.53	99.03	-32.48	-37.84
1994,858765	9-Nov-1994	405793	301584.31	-26.29	105.21	-33.63	-25.78	105.18	-33.12	-38.04
1994,885986	19-Nov-1994	458377	332234.50	-34.84	101.01	-34.26	-34.32	100.95	-33.74	-38.03
1994,913208	29-Nov-1994	466734	337390.69	-37.72	99.00	-34.44	-37.20	98.91	-33.92	-37.44
1994,940308	9-Dec-1994	472968	340576.31	-34.40	96.19	-34.17	-33.87	96.09	-33.64	-36.31
1994,967529	19-Dec-1994	470799	339034.50	-32.64	96.88	-33.73	-32.11	96.77	-33.19	-35.00
1994,994629	29-Dec-1994	469958	338291.00	-32.04	99.09	-33.66	-31.49	98.96	-33.11	-34.10
1995,021851	7-Jan-1995	469492	338092.50	-32.28	99.86	-33.76	-31.73	99.73	-33.20	-33.45
1995,04895	17-Jan-1995	470727	339170.59	-34.56	96.15	-33.96	-34.00	95.98	-33.40	-33.03
1995,076172	27-Jan-1995	469786	338819.19	-31.74	98.87	-34.77	-31.17	98.68	-34.20	-33.32
1995,103272	6-Feb-1995	467623	336557.41	-36.58	96.99	-35.64	-36.01	96.79	-35.06	-33.80
1995,130493	16-Feb-1995	468770	337831.50	-41.08	97.09	-36.25	-40.50	96.87	-35.67	-34.12
1995,157593	26-Feb-1995	470010	338229.69	-36.51	95.34	-36.24	-35.92	95.15	-35.65	-33.88
1995,184815	8-Mar-1995	481954	350335.41	-35.18	103.29	-36.27	-34.59	103.10	-35.67	-33.71
1995,212036	18-Mar-1995	465180	333683.41	-31.25	96.28	-36.27	-30.64	96.05	-35.67	-33.52
1995,239136	28-Mar-1995	464885	334961.91	-37.68	94.34	-36.62	-37.07	94.12	-36.00	-33.64
1995,266357	7-Apr-1995	467738	336838.50	-38.70	93.75	-37.15	-38.08	93.51	-36.53	-33.91
1995,293457	17-Apr-1995	468635	337217.91	-38.02	93.45	-37.66	-37.39	93.21	-37.03	-34.12
1995,320679	27-Apr-1995	467176	335580.41	-37.53	91.59	-38.01	-36.89	91.36	-37.38	-34.14
1995,347778	6-May-1995	477242	349096.19	-43.88	98.01	-38.37	-43.24	97.79	-37.72	-34.15
1995,375	16-May-1995	468544	336928.41	-40.21	89.80	-38.67	-39.55	89.57	-38.01	-34.15
1995,4021	26-May-1995	466173	334466.50	-38.51	88.11	-38.84	-37.85	87.88	-38.18	-34.11
1995,429321	5-Jun-1995	454338	327613.41	-36.75	90.44	-39.05	-36.07	90.24	-38.38	-34.22
1995,456421	15-Jun-1995	472129	341332.41	-39.84	90.67	-39.34	-39.17	90.47	-38.67	-34.60
1995,483643	25-Jun-1995	466479	339065.59	-41.51	91.37	-39.63	-40.84	91.15	-38.96	-35.18
1995,510864	5-Jul-1995	469782	347253.50	-36.65	94.90	-39.47	-35.98	94.73	-38.78	-35.50
1995,537964	15-Jul-1995	458082	334454.69	-39.79	89.98	-39.43	-39.10	89.79	-38.73	-36.17
1995,565186	25-Jul-1995	460278	337564.50	-39.99	90.16	-38.75	-39.28	89.98	-38.05	-36.40
1995,592285	4-Aug-1995	460845	339030.00	-39.43	89.14	-37.71	-38.71	88.95	-37.00	-36.41
1995,619507	14-Aug-1995	453190	333974.09	-36.54	90.33	-36.04	-35.83	90.20	-35.32	-35.88
1995,646606	24-Aug-1995	454199	334442.09	-35.67	89.34	-34.57	-34.95	89.22	-33.85	-35.58
1995,673828	2-Sep-1995	447085	329387.41	-32.37	88.53	-32.86	-31.64	88.43	-32.13	-34.98
1995,700928	12-Sep-1995	455920	335485.81	-30.85	89.64	-31.07	-30.11	89.57	-30.33	-34.17
1995,728149	22-Sep-1995	455697	335249.00	-24.76	88.16	-30.32	-24.02	88.14	-29.58	-34.23
1995,755249	2-Oct-1995	459680	336937.69	-29.12	90.17	-29.32	-28.37	90.12	-28.57	-33.79
1995,782471	12-Oct-1995	459280	336474.41	-30.09	91.27	-29.25	-29.33	91.21	-28.49	-34.01
1995,809692	22-Oct-1995	466883	346764.69	-35.80	97.28	-29.41	-35.04	97.19	-28.64	-34.18
1995,836792	1-Nov-1995	459040	333905.41	-30.18	87.48	-29.56	-29.41	87.36	-28.79	-34.09
1995,864014	11-Nov-1995	465545	338451.91	-30.10	87.58	-29.69	-29.31	87.49	-28.90	-33.72
1995,891113	21-Nov-1995	408028	296512.19	-27.79	87.34	-29.96	-26.99	87.23	-29.16	-33.31
1995,918335	1-Dec-1995	1266	901.70	-49.44	90.65	-30.60	-48.49	90.29	-29.80	-33.16
1995,945435	11-Dec-1995	473615	340368.09	-32.24	88.34	-31.97	-31.43	88.18	-31.16	-33.67
1995,972656	21-Dec-1995	470141	337770.81	-28.39	85.37	-33.23	-27.57	85.19	-32.40	-34.05
1995,999756	30-Dec-1995	455388	326738.81	-34.89	87.73	-34.55	-34.06	87.46	-33.72	-34.56
1996,026856	9-Jan-1996	466900	335675.69	-37.62	88.85	-35.90	-36.79	88.58	-35.06	-35.19
1996,053955	19-Jan-1996	321333	229944.20	-39.82	90.01	-36.79	-38.97	89.69	-35.95	-35.47
1996,081055	29-Jan-1996	473198	340614.59	-40.32	91.07	-36.70	-39.48	90.74	-35.86	-34.91
1996,108154	8-Feb-1996	467287	336246.59	-33.59	90.90	-36.72	-32.73	90.59	-35.87	-34.55
1996,135254	18-Feb-1996	483278	350493.81	-36.92	96.04	-36.23	-36.07	95.73	-35.37	-33.78
1996,162354	28-Feb-1996	409744	294236.50	-34.13	90.01	-35.93	-33.27	89.68	-35.06	-33.25
1996,189453	9-Mar-1996	472347	339761.69	-37.42	91.53	-35.93	-36.55	91.18	-35.05	-33.06
1996,216553	19-Mar-1996	464808	333496.69	-35.54	91.09	-36.06	-34.65	90.72	-35.17	-32.99
1996,243652	29-Mar-1996	473782	340878.59	-35.69	92.81	-36.17	-34.79	92.41	-35.28	-32.88
1996,270752	8-Apr-1996	471257	337822.81	-36.88	91.52	-36.02	-35.97	91.14	-35.11	-32.45
1996,297852	18-Apr-1996	469153	336589.59	-38.36	89.17	-35.83	-37.44	88.76	-34.91	-31.94
1996,324951	27-Apr-1996	473313	339907.81	-34.57	87.62	-35.53	-33.64	87.27	-34.61	-31.32
1996,352051	7-May-1996	471861	339106.50	-33.65	89.40	-35.10	-32.73	89.05	-34.17	-30.55
1996,37915	17-May-1996	471345	338320.41	-35.21	88.78	-34.74	-34.28	88.46	-33.81	-29.91
1996,406128	27-May-1996	470530	338398.59	-33.92	88.20	-34.45	-32.97	87.91	-33.51	-29.41
1996,433228	6-Jun-1996	471151	338840.69	-35.02	87.99	-34.10	-34.07	87.67	-33.15	-28.99
1996,460327	16-Jun-1996	473320	348042.41	-34.79	92.78	-33.57	-33.84	92.47	-32.62	-28.58
1996,487427	26-Jun-1996	464414	336532.50	-32.72	87.91	-32.88	-31.76	87.63	-31.91	-28.19
1996,514526	6-Jul-1996	462991	336132.91	-33.63	86.76	-32.13	-32.66	86.53	-31.16	-27.97
1996,541626	16-Jul-1996	460621	336686.81	-32.01	88.22	-31.45	-31.03	88.04	-30.47	-28.02
1996,568726	26-Jul-1996	461391	338311.81	-28.12	88.56	-30.90	-27.15	88.42	-29.92	-28.40
1996,595825	5-Aug-1996	457970	335656.81	-30.33	87.35	-30.55	-29.35	87.17	-29.56	-29.11
1996,622925	14-Aug-1996	445853	328142.41	-31.13	87.75	-30.11	-30.14	87.62	-29.12	-29.83
1996,650024	24-Aug-1996	451140	332465.41	-30.22	89.15	-29.77	-29.22	89.03	-28.77	-30.64
1996,677124	3-Sep-1996	453787	335174.19	-31.95	90.14	-28.95	-30.95	90.05	-27.94	-30.92
1996,704224	13-Sep-1996	439071	324765.50	-27.89	89.57	-27.75	-26.89	89.51	-26.75	-30.70
1996,731323	23-Sep-1996	435372	321752.41	-23.72	91.32	-26.29	-22.68	91.29	-25.28	-30.01
1996,758423	3-Oct-1996	457197	336782.19	-24.60	88.27	-24.70	-23.59	88.25	-23.68	-28.95
1996,785523	13-Oct-1996	437494	327009.00	-26.63	92.81	-23.30	-25.61	92.76	-22.26	-27.79
1996,8125	23-Oct-1996	460333	338426.31	-21.15	88.42	-22.58	-20.11	88.40	-21.53	-27.06
1996,8396	2-Nov-1996	464439	340242.31	-18.49	88.18	-22.82	-17.44	88.19	-21.77	-27.03
1996,866699	12-Nov-1996	457850	335591.50	-21.58	91.06	-23.87	-20.53	91.02	-22.81	-27.57
1996,893799	22-Nov-1996	464925	339475.19	-28.31	90.08	-25.36	-27.24	89.95	-24.30	-28.38
1996,920898	2-Dec-1996	467706	338770.91	-27.57	88.75	-26.94	-26.49	88.57	-25.87	-29.15
1996,947998	11-Dec-1996	471980	340271.50	-26.82	87.87	-28.34	-25.74	87.65	-27.26	-29.69
1996,975098	21-Dec-1996	463122	333003.31	-31.00	92.00	-29.77	-29.91	91.73	-28.68	-30.25
1997,002197	31-Dec-1996	474409	341205.41	-32.62	92.51	-30.86	-31.53	92.26	-29.76	-30.53
1997,029419	10-Jan-1997	475281	341201.91	-30.61	92.05	-31.69	-29.50	91.82	-30.59	-30.65
1997,056519	20-Jan-1997	474346	342074.59	-34.42	93.58	-32.29	-33.30	93.29	-31.18	-30.65
1997,08374	30-Jan-1997	474995	342599.00	-32.29	92.27	-32.71	-31.17	91.95	-31.59	-30.59
1997,11084	9-Feb-1997	484087	350731.09	-34.04	96.54	-32.98	-32.93	96.19	-31.85	-30.50
1997,138062	19-Feb-1997	471364	341191.59	-33.43	92.79	-33.07	-32.31	92.40	-31.94	-30.32
1997,165161	1-Mar-1997	469683	338971.91	-33.26	93.75	-32.97	-32.12	93.39	-31.83	-30.00
1997,192383	11-Mar-1997	467137	336166.91	-34.22	96.70	-32.70	-33.07	96.33	-31.55	-29.54
1997,219482	21-Mar-1997	467796	335739.81	-31.94	93.30	-32.39	-30.78	92.87	-31.23	-29.03
1997,246704	31-Mar-1997	469144	337733.09	-30.75	92.76	-32.28	-29.58	92.33	-31.11	-28.68
1997,273926	9-Apr-1997	467303	334834.69	-29.85	92.19	-32.20	-28.67	91.78	-31.02	-28.32
1997,301025	19-Apr-1997	468591	335934.69	-35.06	91.87	-32.20	-33.87	91.42	-31.01	-28.01
1997,328247	29-Apr-1997	470769	337743.41	-33.79	91.31	-32.12	-32.59	90.92	-30.93	-27.60
1997,355347	9-May-1997	469020	336217.50	-29.95	90.03	-31.83	-28.74	89.76	-30.63	-26.97
1997,382568	19-May-1997	469779	338019.00	-33.29	92.59	-31.37	-32.08	92.30	-30.16	-26.23
1997,409668	29-May-1997	468955	337475.50	-28.30	94.20	-30.79	-27.08	93.91	-29.58	-25.47
1997,43689	8-Jun-1997	228006	166582.70	-30.45	101.61	-30.21	-29.25	101.32	-28.99	-24.84
1997,463989	18-Jun-1997	468902	338764.69	-31.40	94.72	-29.50	-30.18	94.44	-28.28	-24.27
1997,491211	28-Jun-1997	460522	333469.50	-29.49	97.31	-28.62	-28.27	97.10	-27.39	-23.73
1997,518311	8-Jul-1997	463575	338518.81	-29.41	97.61	-27.55	-28.17	97.43	-26.32	-23.22
1997,545532	18-Jul-1997	462730	338880.00	-23.49	98.56	-26.26	-22.26	98.45	-25.03	-22.71
1997,572754	28-Jul-1997	459510	336973.81	-25.03	99.94	-24.62	-23.78	99.87	-23.38	-22.01
1997,599854	6-Aug-1997	446294	332560.41	-26.25	106.77	-22.95	-25.00	106.67	-21.70	-21.42
1997,627075	16-Aug-1997	455302	335732.19	-22.09	103.81	-21.21	-20.84	103.78	-19.95	-20.83
1997,654175	26-Aug-1997	447178	330119.81	-19.69	107.03	-19.68	-18.42	107.08	-18.41	-20.46
1997,681397	5-Sep-1997	444507	327990.50	-18.33	108.30	-18.40	-17.06	108.39	-17.13	-20.27
1997,708496	15-Sep-1997	450537	332593.59	-16.51	111.21	-17.28	-15.24	111.30	-16.00	-20.09
1997,735718	25-Sep-1997	444677	328335.00	-15.02	110.66	-16.31	-13.73	110.77	-15.02	-19.85
1997,762817	5-Oct-1997	418375	310488.81	-8.73	116.34	-15.93	-7.43	116.48	-14.63	-19.96
1997,790039	15-Oct-1997	453687	332074.59	-13.18	114.94	-15.42	-11.86	115.07	-14.10	-19.65
1997,817139	25-Oct-1997	457927	334015.09	-16.56	114.90	-15.72	-15.24	114.99	-14.40	-19.90
1997,84436	4-Nov-1997	458213	333342.59	-13.72	116.71	-16.45	-12.39	116.77	-15.12	-20.30
1997,871582	14-Nov-1997	458614	333316.50	-17.47	119.65	-17.65	-16.14	119.64	-16.32	-20.97
1997,898682	24-Nov-1997	452668	328762.19	-20.02	117.33	-18.70	-18.70	117.29	-17.36	-21.30
1997,925903	3-Dec-1997	461741	334166.59	-17.92	120.07	-19.98	-16.57	119.99	-18.63	-21.76
1997,953003	13-Dec-1997	457573	328881.00	-22.89	119.76	-21.29	-21.53	119.62	-19.94	-22.21
1997,980225	23-Dec-1997	470446	338200.00	-22.33	115.81	-22.37	-20.96	115.65	-21.01	-22.43
1998,007324	2-Jan-1998	466103	336655.41	-26.40	114.74	-23.14	-25.05	114.55	-21.78	-22.41
1998,034546	12-Jan-1998	457486	328934.41	-22.99	108.95	-23.58	-21.62	108.80	-22.20	-22.14
1998,061646	22-Jan-1998	413152	300689.59	-26.04	113.46	-23.74	-24.68	113.25	-22.35	-21.73
1998,088867	1-Feb-1998	464700	333876.81	-23.54	111.16	-23.79	-22.15	110.92	-22.39	-21.32
1998,115967	11-Feb-1998	463716	333776.81	-23.32	107.64	-23.82	-21.91	107.39	-22.41	-21.00
1998,143189	21-Feb-1998	466324	336012.41	-24.33	105.97	-23.80	-22.91	105.67	-22.38	-20.72
1998,17041	3-Mar-1998	465792	336081.31	-25.32	106.05	-23.67	-23.89	105.78	-22.24	-20.38
1998,19751	13-Mar-1998	464629	334894.69	-22.30	102.43	-23.40	-20.85	102.14	-21.96	-19.91
1998,224731	23-Mar-1998	463679	334217.19	-23.31	103.81	-23.21	-21.86	103.43	-21.76	-19.52
1998,251831	1-Apr-1998	458792	329422.41	-22.91	100.74	-22.96	-21.45	100.42	-21.51	-19.03
1998,279053	11-Apr-1998	459360	330466.00	-21.94	101.08	-22.98	-20.49	100.75	-21.52	-18.77
1998,306152	21-Apr-1998	462167	332319.31	-22.13	100.51	-23.31	-20.65	100.18	-21.85	-18.78
1998,333374	1-May-1998	461653	331593.59	-23.09	101.01	-24.02	-21.62	100.70	-22.55	-19.15
1998,360474	11-May-1998	464750	335003.31	-26.49	99.91	-25.10	-25.03	99.65	-23.63	-19.91
1998,387695	21-May-1998	424189	310354.50	-24.75	104.15	-26.17	-23.29	103.86	-24.69	-20.71
1998,414795	31-May-1998	438071	315472.91	-28.10	101.85	-27.30	-26.63	101.53	-25.82	-21.69
1998,442017	10-Jun-1998	456892	330459.59	-28.59	102.29	-27.77	-27.09	101.97	-26.28	-22.14
1998,469238	20-Jun-1998	467689	339319.50	-29.37	100.47	-27.84	-27.87	100.23	-26.35	-22.39
1998,496338	30-Jun-1998	464417	337666.19	-26.46	97.90	-27.72	-24.96	97.69	-26.21	-22.64
1998,52356	10-Jul-1998	466393	339490.41	-26.32	94.88	-27.54	-24.81	94.72	-26.04	-23.07
1998,550659	19-Jul-1998	460129	336226.59	-28.75	96.71	-27.21	-27.24	96.59	-25.70	-23.55
1998,577881	29-Jul-1998	379989	282197.00	-27.65	101.94	-26.93	-26.18	101.83	-25.41	-24.24
1998,604981	8-Aug-1998	453212	333286.81	-27.00	94.84	-26.01	-25.48	94.70	-24.49	-24.43
1998,632202	18-Aug-1998	453643	334161.50	-27.48	94.75	-25.27	-25.96	94.66	-23.74	-24.85
1998,659302	28-Aug-1998	448144	330383.91	-24.08	95.13	-24.16	-22.52	95.12	-22.62	-24.88
1998,686523	7-Sep-1998	446077	330580.00	-22.05	93.48	-23.04	-20.52	93.51	-21.50	-24.83
1998,713623	17-Sep-1998	454751	336295.91	-21.27	92.48	-22.02	-19.73	92.51	-20.47	-24.72
1998,740845	27-Sep-1998	450647	333360.81	-21.14	91.24	-21.27	-19.59	91.22	-19.72	-24.67
1998,768066	7-Oct-1998	450681	332838.00	-19.33	94.24	-20.38	-17.77	94.28	-18.82	-24.21
1998,795166	17-Oct-1998	457108	341048.91	-23.38	100.53	-19.87	-21.80	100.53	-18.30	-23.86
1998,822388	27-Oct-1998	455719	335000.19	-18.15	92.25	-19.75	-16.57	92.32	-18.16	-23.62
1998,849487	6-Nov-1998	458494	335980.81	-19.37	90.28	-19.97	-17.77	90.24	-18.38	-23.48
1998,876709	15-Nov-1998	448476	327583.09	-20.03	90.98	-20.41	-18.43	90.84	-18.81	-23.34
1998,903809	25-Nov-1998	449937	327359.00	-23.74	90.62	-20.77	-22.13	90.37	-19.16	-22.96
1998,93103	5-Dec-1998	463591	336336.09	-18.09	89.12	-21.18	-16.46	88.92	-19.56	-22.53
1998,95813	15-Dec-1998	434736	313960.09	-22.42	88.59	-21.59	-20.79	88.37	-19.97	-22.07
1998,985352	25-Dec-1998	438049	316068.41	-21.89	88.02	-22.03	-20.27	87.78	-20.40	-21.66
1999,012451	4-Jan-1999	446380	321993.59	-23.75	87.89	-22.48	-22.13	87.59	-20.84	-21.33
1999,039673	14-Jan-1999	468328	337581.00	-21.95	86.61	-22.89	-20.29	86.21	-21.24	-21.07
1999,066895	24-Jan-1999	476215	345878.59	-28.18	95.84	-23.16	-26.54	95.36	-21.49	-20.77
1999,093994	3-Feb-1999	466063	335643.81	-26.90	91.91	-23.20	-25.23	91.50	-21.51	-20.37
1999,121216	13-Feb-1999	337311	243213.09	-20.22	91.02	-23.08	-18.49	90.60	-21.39	-19.93
1999,148315	23-Feb-1999	467204	336774.59	-23.28	89.50	-22.97	-21.60	89.03	-21.26	-19.56
1999,175537	5-Mar-1999	467048	336115.81	-22.08	89.49	-22.97	-20.37	88.97	-21.26	-19.36
1999,202637	14-Mar-1999	467850	336506.00	-23.87	91.56	-23.09	-22.15	91.04	-21.37	-19.29
1999,229858	24-Mar-1999	466320	336608.81	-22.53	94.13	-23.31	-20.80	93.53	-21.59	-19.31
1999,256958	3-Apr-1999	469939	337699.31	-24.66	94.57	-23.51	-22.93	93.96	-21.78	-19.26
1999,28418	13-Apr-1999	470105	337968.31	-22.63	94.25	-23.86	-20.88	93.76	-22.12	-19.31
1999,311279	23-Apr-1999	448145	325850.81	-27.63	101.72	-24.38	-25.89	101.26	-22.64	-19.51
1999,338501	3-May-1999	466655	335862.41	-25.37	92.11	-25.01	-23.63	91.62	-23.26	-19.80
1999,365723	13-May-1999	467505	337274.59	-23.93	89.77	-25.61	-22.18	89.30	-23.85	-20.08
1999,392822	23-May-1999	468096	339164.91	-28.00	90.06	-26.05	-26.25	89.56	-24.29	-20.28
1999,420044	2-Jun-1999	466586	337947.91	-25.82	88.43	-26.24	-24.05	88.01	-24.48	-20.33
1999,447144	12-Jun-1999	466867	338184.69	-28.46	88.83	-26.13	-26.69	88.43	-24.36	-20.24
1999,474365	22-Jun-1999	467583	339899.31	-25.88	85.35	-25.58	-24.11	84.93	-23.81	-19.91
1999,501465	2-Jul-1999	460077	336527.81	-24.40	86.12	-25.10	-22.61	85.77	-23.32	-19.85
1999,528687	11-Jul-1999	460374	336980.31	-24.11	85.65	-24.39	-22.33	85.36	-22.61	-19.78
1999,555786	21-Jul-1999	456149	334388.59	-24.51	86.03	-23.60	-22.72	85.76	-21.81	-19.83
1999,583008	31-Jul-1999	456648	336625.19	-22.88	87.21	-22.66	-21.10	87.03	-20.87	-19.90
1999,610107	10-Aug-1999	451415	333985.09	-22.82	87.56	-21.47	-21.03	87.46	-19.67	-19.83
1999,637329	20-Aug-1999	452254	334245.19	-17.72	86.15	-19.93	-15.92	86.11	-18.12	-19.45
1999,664551	30-Aug-1999	178416	133426.50	-22.22	96.65	-18.13	-20.37	96.62	-16.32	-18.79
1999,69165	9-Sep-1999	454482	336270.91	-17.40	88.08	-16.41	-15.57	88.08	-14.58	-18.10
1999,718872	19-Sep-1999	451890	333600.31	-14.50	87.88	-15.02	-12.67	87.93	-13.19	-17.59
1999,745972	29-Sep-1999	447930	331052.31	-15.14	90.06	-14.27	-13.30	90.16	-12.43	-17.48
1999,773193	9-Oct-1999	450034	331961.41	-10.26	88.04	-13.49	-8.40	88.14	-11.64	-17.09
1999,800293	19-Oct-1999	450177	331971.31	-11.89	88.57	-13.39	-10.07	88.56	-11.53	-17.09
1999,827515	29-Oct-1999	461828	339185.81	-13.70	88.84	-13.77	-11.84	88.82	-11.91	-17.32
1999,854614	7-Nov-1999	461089	337237.09	-15.31	90.09	-14.13	-13.43	90.11	-12.26	-17.26
1999,881836	17-Nov-1999	448944	326439.31	-14.68	88.09	-14.56	-12.77	88.05	-12.67	-17.07
1999,908936	27-Nov-1999	465623	338373.19	-16.11	87.37	-14.83	-14.22	87.23	-12.94	-16.58
1999,936157	7-Dec-1999	445588	326688.50	-14.08	92.05	-15.05	-12.21	91.86	-13.14	-15.94
1999,963379	17-Dec-1999	469932	340328.41	-13.59	86.82	-15.40	-11.66	86.60	-13.49	-15.43
1999,990479	27-Dec-1999	466291	337722.91	-13.53	86.21	-16.00	-11.62	85.94	-14.08	-15.19
2000,017578	6-Jan-2000	464501	336181.00	-19.15	84.60	-16.78	-17.23	84.29	-14.86	-15.22
2000,044678	16-Jan-2000	473661	341202.59	-17.31	85.45	-17.64	-15.38	85.16	-15.71	-15.43
2000,071777	26-Jan-2000	467361	336829.91	-16.68	87.54	-18.41	-14.74	87.11	-16.47	-15.67
2000,098877	5-Feb-2000	466539	336718.91	-21.21	88.53	-19.03	-19.27	87.99	-17.09	-15.88
2000,125977	15-Feb-2000	469893	339658.41	-21.54	89.01	-19.65	-19.61	88.53	-17.70	-16.19
2000,153076	25-Feb-2000	421424	304057.41	-19.09	90.68	-19.83	-17.13	90.10	-17.87	-16.13
2000,180176	5-Mar-2000	457896	329844.09	-19.81	90.81	-19.81	-17.83	90.25	-17.84	-15.91
2000,207275	15-Mar-2000	468956	337490.00	-20.76	92.05	-19.75	-18.77	91.43	-17.77	-15.66
2000,234375	25-Mar-2000	466876	335371.69	-17.62	92.93	-19.88	-15.62	92.34	-17.89	-15.57
2000,261475	4-Apr-2000	272137	198131.00	-21.90	99.74	-20.41	-19.92	99.15	-18.40	-15.83
2000,288574	14-Apr-2000	468328	337500.50	-19.96	90.88	-21.30	-17.95	90.34	-19.28	-16.42
2000,315674	24-Apr-2000	465552	335449.09	-21.65	91.31	-22.27	-19.62	90.77	-20.25	-17.07
2000,342651	4-May-2000	467755	336968.19	-24.70	91.18	-23.07	-22.67	90.58	-21.04	-17.53
2000,369751	14-May-2000	466247	337181.50	-24.95	91.31	-23.43	-22.92	90.81	-21.40	-17.59
2000,396851	24-May-2000	466746	337398.00	-24.04	89.60	-23.82	-22.00	89.22	-21.78	-17.74
2000,42395	3-Jun-2000	465723	337852.69	-22.92	88.17	-23.83	-20.85	87.78	-21.79	-17.64
2000,45105	13-Jun-2000	466911	339836.50	-23.97	87.02	-23.87	-21.92	86.57	-21.83	-17.73
2000,478149	23-Jun-2000	465061	338068.41	-24.74	88.21	-23.77	-22.71	87.84	-21.72	-17.86
2000,505249	2-Jul-2000	463298	339099.59	-24.13	86.87	-23.49	-22.08	86.49	-21.44	-18.04
2000,532349	12-Jul-2000	455818	333681.00	-22.21	87.44	-22.91	-20.14	87.15	-20.85	-18.13
2000,559448	22-Jul-2000	428809	318195.19	-22.07	92.74	-21.93	-20.03	92.48	-19.87	-18.02
2000,586548	1-Aug-2000	451029	332202.19	-23.77	86.71	-20.62	-21.70	86.57	-18.55	-17.72
2000,613648	11-Aug-2000	442838	327514.50	-19.36	85.53	-19.19	-17.31	85.39	-17.12	-17.43
2000,640747	21-Aug-2000	454562	336389.91	-15.58	86.61	-17.59	-13.51	86.63	-15.52	-17.00
2000,667847	31-Aug-2000	451755	335086.50	-18.09	87.82	-16.24	-16.01	87.80	-14.16	-16.77
2000,694946	10-Sep-2000	451726	334259.09	-17.03	89.50	-14.57	-14.94	89.54	-12.48	-16.11
2000,722046	20-Sep-2000	438243	324659.59	-11.80	86.27	-13.05	-9.71	86.38	-10.95	-15.44
2000,749146	30-Sep-2000	447635	329627.81	-8.27	83.88	-11.39	-6.14	84.07	-9.28	-14.39
2000,776123	10-Oct-2000	456391	335642.19	-7.83	83.76	-10.40	-5.71	83.91	-8.28	-13.75
2000,803223	19-Oct-2000	455979	335024.50	-10.64	86.41	-10.05	-8.51	86.55	-7.92	-13.48
2000,830322	29-Oct-2000	438267	325323.31	-2.42	92.11	-10.31	-0.28	92.40	-8.17	-13.55
2000,857422	8-Nov-2000	458671	333634.41	-8.94	84.79	-11.17	-6.77	84.92	-9.03	-13.98
2000,884522	18-Nov-2000	416078	303676.09	-12.01	85.39	-11.88	-9.91	85.34	-9.73	-14.06
2000,911621	28-Nov-2000	437408	317386.09	-12.29	84.01	-12.81	-10.12	83.85	-10.66	-14.22
2000,938721	8-Dec-2000	466141	336313.19	-14.23	84.71	-13.70	-12.09	84.48	-11.53	-14.25
2000,96582	18-Dec-2000	473528	340412.19	-15.51	85.31	-14.49	-13.32	85.05	-12.31	-14.17
2000,99292	28-Dec-2000	470078	337714.69	-14.78	83.08	-15.04	-12.58	82.75	-12.85	-13.89
2001,02002	7-Jan-2001	466744	335444.00	-17.01	82.77	-15.70	-14.79	82.43	-13.50	-13.80
2001,047241	17-Jan-2001	386154	279370.41	-15.47	88.02	-16.09	-13.22	87.64	-13.88	-13.54
2001,074341	27-Jan-2001	470140	338856.69	-16.66	83.97	-16.26	-14.44	83.45	-14.04	-13.19
2001,101563	6-Feb-2001	471382	340270.50	-15.34	86.36	-16.21	-13.11	85.92	-13.98	-12.74
2001,128784	16-Feb-2001	469494	339255.91	-18.73	88.44	-16.00	-16.51	87.92	-13.75	-12.21
2001,155884	25-Feb-2001	467507	335882.81	-15.45	88.52	-15.72	-13.19	87.96	-13.47	-11.71
2001,183106	7-Mar-2001	468813	336780.50	-11.71	87.65	-15.51	-9.45	87.12	-13.24	-11.29
2001,210205	17-Mar-2001	463639	332608.41	-17.83	87.55	-15.54	-15.54	86.84	-13.27	-11.13
2001,237427	27-Mar-2001	464674	334613.81	-15.12	87.94	-15.52	-12.84	87.18	-13.24	-10.89
2001,264526	6-Apr-2001	465744	334893.91	-15.68	88.51	-15.75	-13.37	87.77	-13.46	-10.86
2001,291748	16-Apr-2001	466786	335406.41	-14.11	86.41	-16.16	-11.82	85.76	-13.86	-10.97
2001,318848	26-Apr-2001	467671	337294.91	-16.81	87.00	-16.75	-14.50	86.37	-14.45	-11.23
2001,346069	6-May-2001	464756	335453.69	-18.39	86.10	-17.40	-16.07	85.59	-15.09	-11.54
2001,373169	16-May-2001	466784	336397.09	-18.57	84.21	-17.91	-16.26	83.73	-15.59	-11.74
2001,400391	26-May-2001	464358	334685.81	-18.62	83.80	-18.12	-16.31	83.24	-15.80	-11.74
2001,427612	5-Jun-2001	463281	333392.19	-18.71	83.72	-17.92	-16.37	83.26	-15.60	-11.44
2001,454712	14-Jun-2001	465361	335373.50	-19.63	84.06	-17.28	-17.32	83.62	-14.96	-10.88
2001,481934	24-Jun-2001	453490	329409.69	-16.49	84.11	-16.31	-14.18	83.80	-13.99	-10.18
