date_num	date	a	b	close	d	e	f	g	h	i
2010,441284	10-Jun-2010	477803	346285.09	9.80	86.01	9.79	14.59	86.51	14.60	18.74
2010,468384	19-Jun-2010	476176	346236.31	10.67	85.65	9.91	15.49	86.13	14.71	18.68
2010,495606	29-Jun-2010	468484	343070.91	10.14	84.42	9.92	14.95	84.91	14.72	18.31
2010,522705	9-Jul-2010	467926	343467.81	8.78	83.60	9.90	13.57	84.29	14.70	17.69
2010,549927	19-Jul-2010	469097	345523.59	10.38	82.87	9.90	15.16	83.60	14.69	16.87
2010,577026	29-Jul-2010	458536	338516.50	10.36	83.26	9.94	15.15	84.00	14.74	15.94
2010,604248	8-Aug-2010	458901	341022.69	8.90	86.16	10.06	13.70	87.31	14.86	14.95
2010,631348	18-Aug-2010	459743	341207.00	11.04	86.86	10.31	15.84	88.09	15.11	14.04
2010,658569	28-Aug-2010	464192	344983.31	8.70	87.89	10.72	13.53	89.15	15.53	13.30
2010,685791	7-Sep-2010	459393	341548.41	11.73	89.54	11.29	16.54	90.88	16.10	12.80
2010,712891	17-Sep-2010	458324	340685.91	12.74	90.88	11.93	17.53	92.39	16.75	12.53
2010,740112	27-Sep-2010	462648	342510.91	12.45	90.39	12.55	17.31	91.65	17.38	12.45
2010,767212	7-Oct-2010	460581	341278.81	11.95	92.52	13.06	16.76	93.65	17.89	12.51
2010,794434	16-Oct-2010	459965	340287.00	15.68	92.75	13.30	20.54	94.09	18.14	12.58
2010,821533	26-Oct-2010	462458	341583.81	14.68	92.79	13.12	19.54	93.86	17.98	12.52
2010,848755	5-Nov-2010	463516	341958.00	12.95	92.88	12.48	17.78	93.74	17.35	12.24
2010,875855	15-Nov-2010	467909	344094.19	12.75	89.99	11.48	17.65	91.02	16.36	11.81
2010,903076	25-Nov-2010	471418	346241.41	8.63	90.85	10.35	13.53	91.49	15.25	11.43
2010,930176	5-Dec-2010	475174	347439.50	8.75	90.95	9.32	13.67	91.34	14.24	11.25
2010,957398	15-Dec-2010	474991	345499.19	7.62	89.70	8.48	12.59	89.86	13.41	11.28
2010,984619	25-Dec-2010	477691	346643.41	9.18	92.02	7.77	14.09	92.15	12.71	11.43
2011,011719	4-Jan-2011	481606	348244.81	6.53	92.20	7.11	11.50	92.20	12.06	11.55
2011,03894	14-Jan-2011	481574	347378.19	6.19	94.30	6.48	11.15	94.34	11.42	11.58
2011,06604	24-Jan-2011	481744	346823.41	6.10	93.24	5.88	11.07	92.95	10.83	11.53
2011,093262	3-Feb-2011	482071	348094.50	4.95	92.00	5.34	9.89	91.63	10.30	11.43
2011,120361	12-Feb-2011	476121	343684.19	4.48	91.88	4.85	9.33	91.49	9.82	11.27
2011,147583	22-Feb-2011	479307	345652.81	4.86	92.16	4.37	9.87	91.87	9.35	11.05
2011,174683	4-Mar-2011	478761	345257.59	4.21	93.03	3.84	9.27	92.80	8.84	10.73
2011,201904	14-Mar-2011	480075	346498.41	4.33	92.92	3.31	9.35	92.46	8.33	10.41
2011,229004	24-Mar-2011	478205	344821.81	-0.29	93.86	2.87	4.75	93.13	7.91	10.19
2011,256226	3-Apr-2011	476367	343001.50	3.09	93.23	2.60	8.15	92.67	7.65	10.17
2011,283447	13-Apr-2011	477653	344262.50	3.56	93.29	2.48	8.60	92.82	7.54	10.34
2011,310547	23-Apr-2011	478871	345485.69	2.32	92.85	2.53	7.39	92.40	7.60	10.72
2011,337769	3-May-2011	479826	346015.91	-0.27	90.01	2.78	4.81	89.59	7.86	11.31
2011,364868	13-May-2011	479939	345509.19	4.22	88.28	3.27	9.31	87.99	8.35	12.11
2011,39209	23-May-2011	481483	347363.50	4.76	86.06	3.94	9.85	85.92	9.03	13.04
2011,41919	2-Jun-2011	480212	346448.81	2.97	85.82	4.70	8.07	85.81	9.78	13.92
2011,446411	11-Jun-2011	475744	345805.09	5.82	83.86	5.42	10.89	84.07	10.50	14.62
2011,473511	21-Jun-2011	478663	348218.09	8.61	83.93	6.02	13.66	84.38	11.10	15.01
2011,500732	1-Jul-2011	470762	344351.31	5.87	83.15	6.55	10.97	83.52	11.62	15.11
2011,527832	11-Jul-2011	473616	346643.19	5.72	81.63	7.20	10.77	82.03	12.27	15.12
2011,555054	21-Jul-2011	472450	347281.00	6.08	82.50	8.20	11.15	83.34	13.28	15.29
2011,582275	31-Jul-2011	465730	343337.91	8.61	84.08	9.62	13.69	84.97	14.70	15.70
2011,609375	10-Aug-2011	459917	339730.09	12.57	84.91	11.25	17.64	85.94	16.33	16.21
2011,636597	20-Aug-2011	458528	338806.91	13.73	87.28	12.79	18.81	88.55	17.87	16.57
2011,663696	30-Aug-2011	461230	340804.41	15.82	88.41	14.02	20.92	89.84	19.10	16.66
2011,690918	9-Sep-2011	463982	342914.81	15.06	90.42	14.98	20.14	91.86	20.06	16.57
2011,718018	19-Sep-2011	464295	344012.50	13.80	89.26	15.81	18.88	90.63	20.90	16.53
2011,745239	29-Sep-2011	460432	341363.50	16.52	89.87	16.55	21.64	91.17	21.65	16.61
2011,772339	8-Oct-2011	418017	308500.81	19.10	90.38	17.05	24.15	91.91	22.15	16.71
2011,799561	18-Oct-2011	464839	341480.59	20.83	91.82	17.09	25.96	93.52	22.20	16.64
2011,82666	28-Oct-2011	465495	342626.59	16.16	91.09	16.71	21.23	92.48	21.83	16.41
2011,853882	7-Nov-2011	470639	344101.91	13.74	90.37	16.18	18.90	91.61	21.32	16.30
2011,881104	17-Nov-2011	474877	346381.50	14.59	87.34	15.77	19.77	88.36	20.93	16.51
2011,908203	27-Nov-2011	476863	346574.09	17.44	88.11	15.55	22.64	89.16	20.73	17.06
2011,935425	7-Dec-2011	476227	345307.69	14.98	86.14	15.45	20.15	87.30	20.64	17.81
2011,962524	17-Dec-2011	480483	347011.81	15.12	86.26	15.42	20.34	87.14	20.62	18.66
2011,989746	27-Dec-2011	481487	348340.50	14.29	87.68	15.44	19.49	88.30	20.65	19.52
2012,016846	6-Jan-2012	480707	347142.50	16.81	84.36	15.49	22.03	84.97	20.70	20.32
2012,043945	16-Jan-2012	482556	347650.59	15.05	83.88	15.49	20.26	84.31	20.71	20.98
2012,071045	26-Jan-2012	482041	347813.50	16.70	86.00	15.36	21.94	86.23	20.59	21.38
2012,098145	4-Feb-2012	478068	345272.59	14.40	86.22	15.06	19.61	86.53	20.29	21.49
2012,125244	14-Feb-2012	478554	344419.59	15.73	88.02	14.64	20.99	88.11	19.87	21.37
2012,152344	24-Feb-2012	478860	345203.00	14.10	88.06	14.18	19.37	88.03	19.42	21.15
2012,179321	5-Mar-2012	478946	347099.91	12.13	89.58	13.82	17.34	89.54	19.06	20.98
2012,206421	15-Mar-2012	476584	344903.31	13.25	90.93	13.62	18.46	90.82	18.87	20.98
2012,233521	25-Mar-2012	474451	342548.19	14.44	89.42	13.56	19.71	89.37	18.83	21.15
2012,26062	4-Apr-2012	473592	341526.59	13.10	90.11	13.56	18.40	90.09	18.85	21.41
2012,28772	14-Apr-2012	475051	343033.09	13.61	89.24	13.58	18.93	89.28	18.89	21.74
2012,314819	24-Apr-2012	476841	344270.59	13.80	89.73	13.59	19.15	89.85	18.91	22.08
2012,341919	4-May-2012	475528	343385.41	13.52	89.64	13.60	18.84	89.83	18.93	22.43
2012,369019	14-May-2012	478620	344830.69	14.05	88.01	13.72	19.39	88.55	19.05	22.85
2012,396118	23-May-2012	385039	277624.91	12.00	85.14	14.02	17.34	85.63	19.36	23.40
2012,423218	2-Jun-2012	478130	346328.31	13.52	85.56	14.58	18.87	86.11	19.91	24.06
2012,450317	12-Jun-2012	478272	346234.59	17.42	85.68	15.37	22.76	86.41	20.71	24.82
2012,477417	22-Jun-2012	477592	347357.91	15.00	84.80	16.37	20.31	85.80	21.70	25.57
2012,504517	2-Jul-2012	476338	347311.81	15.53	84.64	17.56	20.89	85.68	22.89	26.30
2012,531616	12-Jul-2012	467122	343110.09	19.53	85.46	18.85	24.85	86.83	24.18	26.93
2012,558716	22-Jul-2012	469483	345240.81	22.18	86.45	20.05	27.52	87.97	25.38	27.26
2012,585815	1-Aug-2012	463745	341721.31	21.50	87.59	21.06	26.78	89.24	26.38	27.24
2012,612793	11-Aug-2012	463028	341944.31	22.34	88.56	21.92	27.69	90.48	27.24	26.97
2012,639893	21-Aug-2012	463417	343080.81	19.66	89.09	22.84	24.98	91.07	28.18	26.74
2012,666992	31-Aug-2012	461938	342101.00	24.87	90.24	23.99	30.22	92.36	29.33	26.75
2012,694092	10-Sep-2012	461907	342748.31	24.13	88.59	25.31	29.46	90.66	30.66	27.05
2012,721191	19-Sep-2012	459753	341161.00	28.37	89.61	26.57	33.74	91.75	31.93	27.47
2012,748291	29-Sep-2012	459839	339622.41	28.60	91.60	27.52	33.99	93.83	32.87	27.77
2012,775391	9-Oct-2012	463565	341317.31	29.93	89.90	28.00	35.27	92.16	33.36	27.89
2012,80249	19-Oct-2012	463127	340602.41	28.07	88.91	28.05	33.40	91.04	33.43	27.87
2012,82959	29-Oct-2012	467626	344229.00	27.34	88.36	27.83	32.74	90.54	33.22	27.84
2012,85669	8-Nov-2012	468673	344378.81	27.96	87.26	27.48	33.35	89.22	32.89	27.92
2012,883789	18-Nov-2012	472957	345007.31	27.06	86.27	27.09	32.48	88.07	32.52	28.17
2012,910889	28-Nov-2012	478004	346929.41	25.77	84.91	26.68	31.24	86.62	32.12	28.53
2012,937988	8-Dec-2012	479243	346394.69	28.34	84.91	26.19	33.84	86.48	31.66	28.91
2012,965088	18-Dec-2012	478341	344931.31	24.41	85.52	25.64	29.86	86.77	31.11	29.22
2012,992188	28-Dec-2012	480556	346652.91	25.67	85.78	25.04	31.16	86.95	30.53	29.47
2013,019287	7-Jan-2013	484195	348886.50	23.94	84.82	24.47	29.44	85.74	29.96	29.64
2013,046509	16-Jan-2013	480765	346942.69	23.05	86.71	23.96	28.56	87.50	29.47	29.79
2013,073608	26-Jan-2013	475029	342997.69	24.70	86.32	23.52	30.20	87.18	29.04	29.87
2013,10083	5-Feb-2013	468987	337393.41	22.95	85.21	23.16	28.49	86.10	28.68	29.91
2013,12793	15-Feb-2013	478753	345100.69	21.38	85.99	22.86	26.91	86.35	28.40	29.93
2013,155151	25-Feb-2013	480658	347112.81	22.99	88.55	22.62	28.53	88.86	28.17	29.92
2013,182251	7-Mar-2013	476845	345216.91	23.56	89.62	22.35	29.10	90.03	27.92	29.86
2013,209473	17-Mar-2013	477810	343770.31	21.78	90.06	21.96	27.39	90.49	27.55	29.68
2013,236572	27-Mar-2013	127800	91065.60	21.80	87.83	21.41	27.32	88.39	27.02	29.36
2013,263794	6-Apr-2013	319572	230766.20	21.96	90.70	20.76	27.71	91.03	26.37	28.96
2013,290894	16-Apr-2013	479245	344691.59	17.64	88.35	20.07	23.26	88.56	25.69	28.58
2013,318115	26-Apr-2013	477818	343964.00	20.09	91.06	19.37	25.71	91.51	25.00	28.21
2013,345337	6-May-2013	479207	345796.19	20.22	92.21	18.64	25.79	92.84	24.26	27.80
2013,372437	15-May-2013	479795	346341.41	17.68	90.72	17.86	23.33	91.17	23.49	27.33
2013,399658	25-May-2013	477877	344535.09	15.85	89.57	17.17	21.53	89.87	22.79	26.85
2013,426758	4-Jun-2013	476725	345121.41	15.83	88.11	16.71	21.46	88.49	22.34	26.50
2013,45398	14-Jun-2013	475192	346216.19	15.42	86.16	16.61	21.02	86.84	22.23	26.32
2013,481079	24-Jun-2013	472195	345531.81	17.53	84.56	16.87	23.12	85.49	22.49	26.31
2013,508301	4-Jul-2013	469443	344111.09	15.66	84.81	17.46	21.29	86.03	23.07	26.40
2013,5354	14-Jul-2013	466805	343903.00	17.45	84.38	18.24	23.05	85.72	23.85	26.48
2013,562622	24-Jul-2013	461351	341483.19	20.83	86.11	19.06	26.44	87.58	24.68	26.42
2013,589722	3-Aug-2013	462272	341944.00	21.74	85.31	19.81	27.37	87.10	25.44	26.13
2013,616943	13-Aug-2013	460459	342003.09	17.81	86.09	20.56	23.45	87.82	26.18	25.73
2013,644043	23-Aug-2013	460966	342653.50	20.71	86.13	21.44	26.36	88.11	27.06	25.44
2013,671265	2-Sep-2013	326536	242340.50	22.31	85.85	22.53	27.83	87.99	28.16	25.41
2013,698486	11-Sep-2013	232596	173703.41	24.26	87.78	23.75	29.97	89.87	29.38	25.62
2013,725586	21-Sep-2013	457947	340905.59	25.46	89.99	24.94	31.10	91.96	30.58	26.00
2013,752808	1-Oct-2013	458345	340103.00	26.45	91.65	25.98	32.10	93.77	31.62	26.44
2013,779907	11-Oct-2013	462750	342595.81	26.50	90.78	26.80	32.14	93.05	32.44	26.94
2013,807129	21-Oct-2013	462180	342314.50	28.78	89.77	27.30	34.39	92.01	32.95	27.40
2013,834229	31-Oct-2013	463747	343079.41	28.86	90.74	27.41	34.50	93.16	33.07	27.74
2013,86145	10-Nov-2013	465668	344064.50	27.40	88.02	27.06	33.07	90.17	32.74	27.87
2013,88855	20-Nov-2013	469982	344783.09	27.36	87.47	26.32	33.07	89.53	32.02	27.80
2013,915772	30-Nov-2013	473676	346124.81	26.59	87.55	25.36	32.34	89.49	31.07	27.63
2013,942871	10-Dec-2013	476189	345608.09	21.36	85.76	24.41	27.07	87.48	30.13	27.54
2013,970093	20-Dec-2013	476406	345772.59	23.09	86.97	23.67	28.80	88.48	29.39	27.66
2013,997315	30-Dec-2013	478664	346049.09	24.15	86.05	23.17	29.83	87.31	28.90	27.99
2014,024414	8-Jan-2014	483061	347949.00	22.15	85.52	22.88	27.90	86.62	28.61	28.42
2014,051636	18-Jan-2014	482798	347432.19	22.75	85.88	22.77	28.54	86.94	28.51	28.94
2014,078735	28-Jan-2014	479559	346177.91	21.48	87.41	22.85	27.20	88.29	28.60	29.52
2014,105957	7-Feb-2014	482233	347602.19	22.35	87.68	23.11	28.12	88.48	28.87	30.16
2014,133057	17-Feb-2014	482671	347829.81	24.91	88.30	23.41	30.68	89.04	29.17	30.75
2014,160278	27-Feb-2014	431256	312002.00	24.51	90.21	23.57	30.23	90.91	29.33	31.12
2014,187378	9-Mar-2014	477867	344951.41	23.59	89.24	23.48	29.36	89.87	29.25	31.23
2014,2146	19-Mar-2014	479499	345525.81	23.17	89.66	23.10	28.98	90.29	28.90	31.07
2014,241699	29-Mar-2014	478865	345488.50	23.77	88.79	22.45	29.54	89.57	28.27	30.65
2014,268921	8-Apr-2014	479944	345925.50	22.11	87.09	21.58	27.97	87.75	27.42	30.06
2014,296143	18-Apr-2014	476251	342600.59	20.52	86.60	20.59	26.38	87.33	26.45	29.40
2014,323242	27-Apr-2014	420393	301483.50	18.32	87.45	19.68	24.26	88.47	25.55	28.82
2014,350464	7-May-2014	478769	345405.41	18.46	86.60	19.02	24.31	87.60	24.91	28.51
2014,377564	17-May-2014	479187	344317.41	17.51	87.22	18.72	23.42	88.04	24.62	28.51
2014,404785	27-May-2014	478023	344874.91	18.85	86.06	18.82	24.77	87.01	24.71	28.80
2014,431885	6-Jun-2014	477754	345367.41	18.06	85.82	19.31	23.94	86.75	25.20	29.36
2014,459106	16-Jun-2014	470895	342392.50	18.96	83.64	20.16	24.86	85.08	26.05	30.10
2014,486206	26-Jun-2014	468899	343552.41	20.97	83.72	21.29	26.87	85.46	27.17	30.91
2014,513428	6-Jul-2014	468868	344716.69	23.58	83.48	22.54	29.46	85.45	28.41	31.63
2014,540527	16-Jul-2014	465127	343136.50	24.65	84.05	23.79	30.50	85.92	29.66	32.14
2014,567749	26-Jul-2014	459180	340510.09	22.99	85.54	25.00	28.86	87.57	30.87	32.42
2014,594971	5-Aug-2014	456455	340361.00	27.20	87.02	26.18	33.01	89.37	32.04	32.52
2014,62207	15-Aug-2014	458427	340973.81	27.89	87.79	27.26	33.77	90.41	33.13	32.46
2014,649292	24-Aug-2014	456821	338849.31	28.70	88.90	28.21	34.60	91.63	34.09	32.25
2014,676392	3-Sep-2014	455203	338018.09	28.94	90.28	29.04	34.82	93.11	34.92	31.97
2014,703613	13-Sep-2014	455496	338487.69	30.31	92.75	29.84	36.21	95.59	35.73	31.80
2014,730713	23-Sep-2014	457462	340403.69	28.58	91.69	30.67	34.48	94.47	36.57	31.86
2014,757935	3-Oct-2014	459238	340094.19	31.46	91.60	31.44	37.35	94.33	37.35	32.09
2014,785034	13-Oct-2014	461799	340725.09	35.62	93.58	31.91	41.51	96.44	37.83	32.30
2014,812256	23-Oct-2014	461771	340329.59	33.98	92.17	31.86	39.94	95.04	37.79	32.26
2014,839356	2-Nov-2014	465705	342572.50	30.52	92.72	31.37	36.48	95.35	37.33	32.07
2014,866577	12-Nov-2014	468775	343399.59	30.52	93.12	30.81	36.46	95.68	36.78	32.02
2014,893799	22-Nov-2014	474992	345894.50	27.14	90.87	30.48	33.15	93.27	36.47	32.39
2014,920898	2-Dec-2014	479333	347903.50	28.74	88.91	30.43	34.76	91.51	36.44	33.16
2014,94812	12-Dec-2014	430588	312254.31	36.08	91.73	30.39	42.03	94.08	36.40	33.98
2014,97522	21-Dec-2014	400953	289318.09	31.34	90.27	30.11	37.46	92.35	36.14	34.57
2015,002441	31-Dec-2014	480615	347164.59	26.10	88.92	29.71	32.17	90.57	35.75	34.98
2015,029541	10-Jan-2015	480256	347272.41	28.64	90.52	29.49	34.61	92.21	35.53	35.47
2015,056763	20-Jan-2015	477225	344212.19	28.65	88.82	29.65	34.68	90.45	35.68	36.21
2015,083862	30-Jan-2015	483777	348814.09	30.55	91.44	30.11	36.60	93.14	36.14	37.14
2015,111084	9-Feb-2015	483733	348357.81	30.25	92.57	30.62	36.29	93.99	36.65	38.00
2015,138184	19-Feb-2015	479571	346446.41	33.58	93.36	30.94	39.57	95.10	36.96	38.58
2015,165405	1-Mar-2015	475346	342967.41	31.58	91.41	30.97	37.58	93.02	37.01	38.84
2015,192627	11-Mar-2015	478192	345042.69	29.65	93.31	30.82	35.66	94.79	36.87	38.88
2015,219727	21-Mar-2015	471586	339218.91	29.92	94.59	30.61	36.05	96.05	36.69	38.90
2015,246948	31-Mar-2015	480463	345936.00	31.18	94.76	30.43	37.28	96.23	36.53	38.96
2015,274048	10-Apr-2015	480858	345897.81	30.19	95.04	30.20	36.32	96.36	36.32	39.02
2015,30127	19-Apr-2015	478175	343954.41	30.78	95.22	29.84	36.87	96.68	35.98	38.99
2015,328369	29-Apr-2015	473249	340505.91	30.35	93.70	29.41	36.55	95.24	35.56	38.90
2015,355591	9-May-2015	479450	344907.41	27.41	93.85	29.11	33.62	95.48	35.27	38.93
2015,38269	19-May-2015	478025	345402.41	26.19	94.21	29.19	32.33	95.83	35.35	39.28
2015,409912	29-May-2015	475422	343087.91	29.73	95.36	29.75	35.88	97.00	35.91	40.02
2015,437012	8-Jun-2015	477649	345750.31	30.58	95.99	30.70	36.74	97.54	36.85	41.00
2015,464233	18-Jun-2015	469790	342549.09	32.13	95.48	31.83	38.25	97.49	37.98	41.99
2015,491455	28-Jun-2015	469412	344110.59	33.52	96.92	32.99	39.67	99.28	39.14	42.80
2015,518555	8-Jul-2015	468089	343287.91	33.25	97.78	34.13	39.43	100.30	40.29	43.38
2015,545776	18-Jul-2015	461755	340593.59	35.78	97.56	35.27	41.94	100.25	41.44	43.76
2015,572876	28-Jul-2015	462545	341309.09	36.43	101.76	36.47	42.61	104.49	42.65	44.01
2015,600098	7-Aug-2015	463893	342477.31	37.58	103.78	37.80	43.79	106.85	43.98	44.25
2015,627197	16-Aug-2015	460938	341879.31	36.53	103.94	39.26	42.70	106.89	45.44	44.55
2015,654419	26-Aug-2015	454170	337625.91	43.20	106.19	40.76	49.40	109.50	46.95	44.89
2015,681519	5-Sep-2015	459534	340534.81	43.35	109.83	42.16	49.53	113.10	48.35	45.20
2015,70874	15-Sep-2015	463665	343614.19	42.93	107.54	43.35	49.12	110.75	49.54	45.45
2015,73584	25-Sep-2015	460182	341147.09	44.27	109.91	44.32	50.47	113.13	50.52	45.68
2015,763062	5-Oct-2015	458036	340294.00	45.57	113.82	45.05	51.75	117.12	51.25	45.92
2015,790283	15-Oct-2015	461886	340445.19	46.47	114.25	45.42	52.68	117.46	51.63	46.08
2015,817383	25-Oct-2015	456934	336239.91	48.42	115.32	45.34	54.61	118.57	51.56	46.06
2015,844605	4-Nov-2015	466593	341585.69	44.61	113.94	44.82	50.87	116.93	51.05	45.87
2015,871704	14-Nov-2015	462852	337866.19	41.85	112.08	43.99	48.06	115.02	50.23	45.59
2015,898926	24-Nov-2015	474976	345560.91	45.30	112.71	42.96	51.58	115.54	49.21	45.27
2015,926025	3-Dec-2015	476638	345191.81	42.90	111.07	41.76	49.15	113.87	48.03	44.91
2015,953247	13-Dec-2015	477871	344319.50	39.71	108.00	40.55	46.00	110.36	46.82	44.56
2015,980347	23-Dec-2015	480681	346961.31	38.14	107.22	39.58	44.41	109.52	45.86	44.45
2016,007568	2-Jan-2016	478886	344882.50	35.56	104.74	39.06	41.83	106.80	45.35	44.72
2016,034668	12-Jan-2016	476925	342558.50	39.40	106.99	38.98	45.74	109.05	45.28	45.34
2016,061768	22-Jan-2016	480386	345438.50	41.90	106.35	39.12	48.24	108.39	45.42	46.04
2016,088867	1-Feb-2016	476861	344438.09	37.47	103.46	39.24	43.71	105.48	45.56	46.63
2016,115967	11-Feb-2016	481425	347132.69	40.01	101.54	39.28	46.33	103.56	45.60	47.01
2016,142944	21-Feb-2016	479171	345120.19	39.23	101.66	39.24	45.58	103.75	45.58	47.24
2016,170044	2-Mar-2016	477248	343429.69	39.39	102.80	39.13	45.79	104.73	45.49	47.35
2016,197144	12-Mar-2016	477533	344235.69	37.82	102.98	38.90	44.18	104.52	45.27	47.31
2016,224243	22-Mar-2016	455818	329633.19	41.53	103.03	38.42	47.88	104.65	44.79	47.03
2016,251343	31-Mar-2016	477397	344744.69	37.81	102.11	37.59	44.16	103.60	43.98	46.45
2016,278442	10-Apr-2016	477114	343418.41	37.16	101.07	36.48	43.59	102.73	42.89	45.64
2016,305542	20-Apr-2016	478169	344045.00	34.32	98.47	35.30	40.78	100.28	41.73	44.79
2016,332642	30-Apr-2016	474459	341277.69	33.45	98.17	34.34	39.92	99.98	40.79	44.18
2016,359741	10-May-2016	478722	345112.19	31.97	97.46	33.86	38.44	99.25	40.32	44.03
2016,386841	20-May-2016	478612	345389.19	31.72	97.47	33.91	38.20	99.36	40.38	44.35
2016,41394	30-May-2016	476509	344062.50	35.32	98.80	34.35	41.73	100.50	40.82	44.95
2016,44104	9-Jun-2016	469658	340378.91	35.33	97.60	34.90	41.83	99.57	41.37	45.51
2016,46814	19-Jun-2016	473193	343906.91	36.79	97.27	35.27	43.31	99.59	41.75	45.72
2016,495239	29-Jun-2016	474528	344815.59	35.73	96.77	35.37	42.18	99.16	41.84	45.43
2016,522339	9-Jul-2016	470473	343472.81	35.12	94.34	35.25	41.59	96.90	41.72	44.72
2016,549316	19-Jul-2016	466985	342067.81	35.46	93.28	35.09	41.92	96.22	41.56	43.76
2016,576416	28-Jul-2016	468475	342720.19	33.80	93.53	35.15	40.27	96.33	41.61	42.83
2016,603516	7-Aug-2016	467588	343101.91	33.79	93.55	35.64	40.27	96.44	42.11	42.23
2016,630615	17-Aug-2016	462088	340464.59	34.00	94.48	36.64	40.45	97.32	43.11	42.07
2016,657715	27-Aug-2016	457989	338910.41	39.34	95.93	37.91	45.82	99.32	44.38	42.18
2016,684815	6-Sep-2016	464620	342393.59	41.43	95.96	39.08	47.90	99.40	45.55	42.28
2016,711914	16-Sep-2016	464740	342121.69	41.84	95.05	39.93	48.31	98.62	46.41	42.22
2016,739014	26-Sep-2016	466099	342596.31	39.32	95.13	40.53	45.78	98.67	47.01	42.10
2016,766113	6-Oct-2016	465051	341673.59	38.70	96.30	41.13	45.19	99.69	47.62	42.25
2016,793213	16-Oct-2016	469591	343936.19	42.33	97.09	41.88	48.80	100.58	48.38	42.82
2016,820313	26-Oct-2016	467317	340722.31	43.62	95.91	42.69	50.16	99.60	49.21	43.74
2016,847412	5-Nov-2016	469138	342933.50	43.68	96.83	43.31	50.19	100.23	49.84	44.71
2016,874512	15-Nov-2016	472052	343185.31	44.86	95.63	43.46	51.43	98.80	50.01	45.43
2016,901611	24-Nov-2016	478495	346453.91	46.29	95.08	43.00	52.90	98.17	49.56	45.70
2016,928711	4-Dec-2016	412712	297914.19	42.17	91.38	41.98	48.75	94.21	48.53	45.49
2016,955811	14-Dec-2016	480846	346842.09	39.61	90.04	40.60	46.09	92.86	47.16	44.98
2016,982788	24-Dec-2016	480430	347839.59	39.14	89.49	39.14	45.67	92.07	45.70	44.36
2017,01001	3-Jan-2017	485347	349233.19	36.94	87.24	37.77	43.54	89.60	44.34	43.78
2017,037109	13-Jan-2017	482567	347264.31	37.17	88.36	36.55	43.79	90.40	43.14	43.26
2017,064331	23-Jan-2017	479200	344826.31	34.80	87.91	35.56	41.36	89.71	42.15	42.82
2017,091431	2-Feb-2017	479859	345492.69	33.46	87.36	34.87	40.08	88.98	41.48	42.59
2017,118652	12-Feb-2017	478434	344268.50	33.39	90.07	34.57	40.01	91.75	41.20	42.64
2017,145752	22-Feb-2017	479643	344784.50	34.51	88.39	34.85	41.16	90.14	41.48	43.16
2017,172974	4-Mar-2017	483270	347856.00	34.47	90.15	35.18	41.14	91.61	41.82	43.70
2017,200073	14-Mar-2017	476093	343366.59	35.41	92.77	35.46	42.05	94.19	42.10	44.17
2017,227295	23-Mar-2017	476915	343784.59	36.92	94.69	35.64	43.54	96.08	42.29	44.55
2017,254517	2-Apr-2017	475783	343274.31	37.43	94.12	35.77	44.05	95.79	42.41	44.91
2017,281616	12-Apr-2017	478451	344591.19	36.33	92.26	35.85	43.04	94.05	42.49	45.27
