museo	nazione	licenza	tipo	anno	nopere
Žemaičių muziejus „Alka“	lithuania	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2013	1114
Kretingos muziejus	lithuania	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2013	1099
Halton Library Service Image website	united kingdom	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1090
Museo del Vicino Oriente- Sapienza University Rome	italy	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1084
Egge Museum	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	1
Egge Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	144
Egge Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	573
Egge Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	355
National Library of Estonia	estonia	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	5727
National Library of Estonia	estonia	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	35958
National Library of Estonia	estonia	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	39437
National Library of Estonia	estonia	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	211
National Library of Estonia	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2016	3
Archief Zusters Annuntiaten Heverlee	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1060
Archief Zusters Annuntiaten Heverlee	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	12
OAPEN	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2015	1065
Sunnhordland Museum	norway	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2015	1003
Sunnhordland Museum	norway	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2016	13
Sunnhordland Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	34
Sunnhordland Museum	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2015	1
Politecnico di Milano - Computer Vision & Reverse Engineering Lab	italy	http://creativecommons.org/publicdomain/zero/1.0/	VIDEO	2014	19
Politecnico di Milano - Computer Vision & Reverse Engineering Lab	italy	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2014	472
Politecnico di Milano - Computer Vision & Reverse Engineering Lab	italy	http://creativecommons.org/publicdomain/zero/1.0/	_3D	2014	469
Politecnico di Milano - Computer Vision & Reverse Engineering Lab	italy	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2015	36
Politecnico di Milano - Computer Vision & Reverse Engineering Lab	italy	http://creativecommons.org/publicdomain/zero/1.0/	_3D	2015	44
Politecnico di Milano - Computer Vision & Reverse Engineering Lab	italy	http://creativecommons.org/publicdomain/zero/1.0/	VIDEO	2015	1
Zentralbibliothek Zürich	switzerland	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2016	1037
Semmelweis Orvostörténeti Múzeum, Könyvtár és Levéltár - Budapest	hungary	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2016	1030
Budapesti Történeti Múzeum - Kiscelli Múzeum	hungary	http://creativecommons.org/licenses/by-nc-nd/4.0/	TEXT	2016	1027
Algemeen Rijksarchief en Rijksarchief in de Provinciën	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1022
Kirsten Flagstadmuseet	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	36
Kirsten Flagstadmuseet	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	6
Kirsten Flagstadmuseet	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	976
RAI Public Italian Television	italy	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	1017
Picture the Past OAI feed	united kingdom	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	77039
Museen im Kulturzentrum	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	1009
American Farm School of Thessaloniki Historical Archives	greece	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	1007
RTV Slovenia	slovenia	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	909
RTV Slovenia	slovenia	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	88
RTV Slovenia	slovenia	http://www.europeana.eu/rights/rr-f/	TEXT	2014	3
Município de Aveiro - Biblioteca Municipal	portugal	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	999
Benediktinerstift Altenburg	austria	http://creativecommons.org/licenses/by-nc-sa/3.0/	TEXT	2014	1
Benediktinerstift Altenburg	austria	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2014	987
Vilniaus universiteto biblioteka / Vilnius University Library	lithuania	http://www.europeana.eu/rights/rr-f/	TEXT	2015	87
Vilniaus universiteto biblioteka / Vilnius University Library	lithuania	http://www.europeana.eu/rights/rr-f/	TEXT	2013	835
Vilniaus universiteto biblioteka / Vilnius University Library	lithuania	http://www.europeana.eu/rights/rr-f/	TEXT	2014	62
Natural History Museum, Vienna - Mineralogy and Petrology	austria	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	981
Berger museum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2015	50
Berger museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	490
Berger museum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	440
Universitat Autònoma de Barcelona	spain	http://www.europeana.eu/rights/rr-f/	TEXT	2015	977
Valstybinis Vilniaus Gaono žydų muziejus	lithuania	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2013	970
Bohusläns museum	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2016	525
Bohusläns museum	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2015	68224
Bohusläns museum	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	6192
Bohusläns museum	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	30
Heemkundig Museum Woutershof Heusden Zolder	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	965
Latvijas Nacionālais mākslas muzejs	latvia	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2015	4
Latvijas Nacionālais mākslas muzejs	latvia	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	6
Latvijas Nacionālais mākslas muzejs	latvia	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	950
Muzeum Okręgowe w Lesznie	poland	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	959
Museum Arnhem	netherlands	http://creativecommons.org/licenses/by/3.0/	IMAGE	2015	947
Frissiras Museum	greece	http://creativecommons.org/licenses/by-nc-sa/	IMAGE	2015	939
Gemeentearchief Rotterdam	netherlands	http://www.europeana.eu/rights/rr-p/	IMAGE	2014	929
Casa Fernando Pessoa	portugal	http://www.europeana.eu/rights/rr-f/	TEXT	2015	914
Museumstjenesten i Østfold	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	909
Eesti Vabaõhumuuseum EVM	estonia	http://www.europeana.eu/rights/unknown/	IMAGE	2015	906
Mariborska knjižnica	slovenia	http://creativecommons.org/licenses/by-nc/3.0/	IMAGE	2015	612
Mariborska knjižnica	slovenia	http://creativecommons.org/licenses/by-nc/3.0/	TEXT	2015	86
Mariborska knjižnica	slovenia	http://www.europeana.eu/rights/unknown/	TEXT	2015	139
Mariborska knjižnica	slovenia	http://www.europeana.eu/rights/unknown/	IMAGE	2015	43
Mariborska knjižnica	slovenia	http://www.europeana.eu/rights/rr-f/	TEXT	2015	5
Mariborska knjižnica	slovenia	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	13
Mariborska knjižnica	slovenia	http://creativecommons.org/licenses/by-nc/3.0/	VIDEO	2015	2
Amsab-Institute of Social History	belgium	http://www.europeana.eu/rights/rr-f/	TEXT	2015	47094
Amsab-Institute of Social History	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	27030
Heimatmuseum Quierschied	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	896
Universitäts- und Landesbibliothek Tirol	austria	http://www.europeana.eu/rights/rr-f/	TEXT	2015	756
Universitäts- und Landesbibliothek Tirol	austria	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	86
Universitäts- und Landesbibliothek Tirol	austria	http://www.europeana.eu/rights/unknown/	TEXT	2015	50
Gorenjski muzej 	slovenia	http://creativecommons.org/licenses/by-nc/3.0/	IMAGE	2015	852
Gorenjski muzej 	slovenia	http://creativecommons.org/licenses/by-nc/3.0/	TEXT	2015	28
Hordamuseet	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	297
Hordamuseet	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	571
Hordamuseet	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	4
The Cyprus Institute - STARC / Art Gallery of Archbishop Makarios III Foundation	cyprus	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	870
Sanocka Biblioteka Cyfrowa	poland	http://www.europeana.eu/rights/rr-f/	TEXT	2014	852
Sanocka Biblioteka Cyfrowa	poland	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	13
JyMA	finland	http://www.europeana.eu/rights/rr-f/	TEXT	2015	616
JyMA	finland	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2015	247
Várjjat Sámi Musea / Varanger Samiske Museum	norway	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	11
Várjjat Sámi Musea / Varanger Samiske Museum	norway	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2014	752
Várjjat Sámi Musea / Varanger Samiske Museum	norway	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2015	7
Várjjat Sámi Musea / Varanger Samiske Museum	norway	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2014	92
National Gallery - Alexandros Soutsos Museum 	greece	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	858
Universitätsbibliothek Kiel	germany	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	851
Nieuwland Erfgoed Centrum	netherlands	http://creativecommons.org/licenses/by-sa/3.0//	IMAGE	2015	79523
Lands Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	719
Lands Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	127
Seminar fuer Wirtschafts- und Unternehmensgeschichte, Universität Köln	germany	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	838
Museu del Disseny de Barcelona 	spain	http://creativecommons.org/licenses/by-nc/4.0/	IMAGE	2016	834
Kystmuseet i Sogn og Fjordane	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	825
Kystmuseet i Sogn og Fjordane	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2015	1
Kystmuseet i Sogn og Fjordane	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	2
Kystmuseet i Sogn og Fjordane	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	1
Kystmuseet i Sogn og Fjordane	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	1
Michael Lüth, Freiburg, Germany	germany	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2016	918
Det Nationale Fotomuseum, Denmark	europe	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2014	705
Det Nationale Fotomuseum, Denmark	europe	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2015	105
Hungarian National Gallery	hungary	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	804
National Institute of Archaeology and Museum	bulgaria	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	800
Bolton Council	united kingdom	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	795
Aizputes novadpētniecības muzejs	latvia	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	792
LUCE	italy	http://www.europeana.eu/rights/rr-f/	VIDEO	2016	2289
LUCE	italy	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	42085
LUCE	italy	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	26088
Direção Regional da Cultura dos Açores	portugal	http://www.europeana.eu/rights/rr-f/	TEXT	2014	776
Vaxholms Fästnings Museum	sweden	http://creativecommons.org/licenses/by-nc-sa/2.5/	IMAGE	2015	77
Vaxholms Fästnings Museum	sweden	http://creativecommons.org/licenses/by-nc-sa/2.5/	IMAGE	2014	699
Žemaičių vyskupystės muziejus	lithuania	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	771
Industriemuseum Elmshorn	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	769
Pāvilostas Novadpētniecības muzejs	latvia	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	751
Pāvilostas Novadpētniecības muzejs	latvia	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	16
Openbaar Psychiatrisch Zorgcentrum Rekem	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	761
Museum Het Valkhof	netherlands	http://creativecommons.org/licenses/by/3.0/	IMAGE	2015	755
CNRS-CRESSON	france	http://creativecommons.org/licenses/by-nc-nd/3.0/	SOUND	2016	638
CNRS-CRESSON	france	http://creativecommons.org/licenses/by-nc/3.0/	SOUND	2016	115
Danish Mycological Society	denmark	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2014	748
Stadsarchief Halle	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	744
Małopolska Biblioteka Cyfrowa	poland	http://www.europeana.eu/rights/rr-f/	TEXT	2014	54270
Małopolska Biblioteka Cyfrowa	poland	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1855
Małopolska Biblioteka Cyfrowa	poland	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	12475
Małopolska Biblioteka Cyfrowa	poland	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	864
Małopolska Biblioteka Cyfrowa	poland	http://www.europeana.eu/rights/rr-f/	SOUND	2014	104
Cyfrowa Biblioteka Diecezjalna w Sandomierzu	poland	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	474
Cyfrowa Biblioteka Diecezjalna w Sandomierzu	poland	http://www.europeana.eu/rights/rr-f/	TEXT	2014	233
Cyfrowa Biblioteka Diecezjalna w Sandomierzu	poland	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	35
Vindolanda Tablets Online	united kingdom	http://creativecommons.org/licenses/by-nc-sa/3.0/	TEXT	2015	737
Arbetets museum	sweden	http://creativecommons.org/licenses/by/2.5/	SOUND	2015	705
Arbetets museum	sweden	http://creativecommons.org/licenses/by/2.5/	SOUND	2016	27
Beelden van Gelderland	netherlands	http://creativecommons.org/licenses/by/3.0/	IMAGE	2015	730
Museum of Modern and Contemporary Art, Rijeka - Kultura.hr	croatia	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	730
Max Planck Institute for the History of Science	germany	http://creativecommons.org/licenses/by-nc-sa/4.0/	TEXT	2015	725
SIGIC - Slovenian music information centre	slovenia	http://creativecommons.org/licenses/by-nd/3.0/	IMAGE	2015	5
SIGIC - Slovenian music information centre	slovenia	http://www.europeana.eu/rights/unknown/	IMAGE	2015	718
Skulpturensammlung und Museum für Byzantinische Kunst, Staatliche Museen zu Berlin	germany	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2016	721
Future Library	greece	http://www.europeana.eu/rights/out-of-copyright-non-commercial/	TEXT	2016	402
Future Library	greece	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	317
Rokiškio krašto muziejus	lithuania	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2013	595
Rokiškio krašto muziejus	lithuania	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	118
Gemeentearchief Zaanstad	netherlands	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	67951
Gemeentearchief Zaanstad	netherlands	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	20
Biblioteca Pública Municipal do Porto	portugal	http://www.europeana.eu/rights/rr-f/	TEXT	2013	35
Biblioteca Pública Municipal do Porto	portugal	http://www.europeana.eu/rights/rr-f/	SOUND	2013	1
Biblioteca Pública Municipal do Porto	portugal	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	189
Biblioteca Pública Municipal do Porto	portugal	http://www.europeana.eu/rights/rr-f/	TEXT	2015	1
Biblioteca Pública Municipal do Porto	portugal	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	258
Biblioteca Pública Municipal do Porto	portugal	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	217
Biblioteca Pública Municipal do Porto	portugal	http://www.europeana.eu/rights/rr-f/	IMAGE	2013	6
Biblioteca Pública Municipal do Porto	portugal	http://www.europeana.eu/rights/rr-f/	TEXT	2014	1
Nederlands Openluchtmuseum	netherlands	http://creativecommons.org/licenses/by/3.0/	IMAGE	2015	707
Knjižnica Domžale	slovenia	http://creativecommons.org/licenses/by-nc/3.0/	IMAGE	2015	640
Knjižnica Domžale	slovenia	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	50
Knjižnica Domžale	slovenia	http://creativecommons.org/licenses/by-nc/3.0/	TEXT	2015	14
Knjižnica Domžale	slovenia	http://www.europeana.eu/rights/rr-f/	TEXT	2015	1
Φεστιβάλ Κινηματογράφου Θεσσαλονίκης	greece	http://creativecommons.org/licenses/by-nc-nd/3.0/gr/deed.el	IMAGE	2015	704
TextielMuseum	netherlands	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	700
Geschied- en Heemkundige Kring Elen, Dilsen-Stokkem	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	1
Geschied- en Heemkundige Kring Elen, Dilsen-Stokkem	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	690
Kunstsammlungen der Veste Coburg	germany	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2015	685
Universitätsbibliothek der Humboldt-Universität zu Berlin	austria	http://www.europeana.eu/rights/unknown/	TEXT	2015	528
Universitätsbibliothek der Humboldt-Universität zu Berlin	austria	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	149
Aizkraukles Vēstures un mākslas muzejs	latvia	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	671
Hellenic Educational Television	greece	http://creativecommons.org/publicdomain/mark/1.0/	VIDEO	2015	660
INA	france	http://www.europeana.eu/rights/rr-f/	VIDEO	2016	619
INA	france	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	43897
INA	france	http://www.europeana.eu/rights/rr-f/	SOUND	2015	11939
INA	france	http://www.europeana.eu/rights/rr-f/	SOUND	2014	2025
INA	france	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	7773
Geheugen van Zeist	netherlands	http://creativecommons.org/licenses/by-sa/3.0/nl/	IMAGE	2014	656
Holmestrand Aluminium museum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	591
Holmestrand Aluminium museum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2015	63
Kerk Onze-Lieve-Vrouw-ten-Poel, Tienen	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	650
Kunstmuseet Nord Trøndelag	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	626
Kunstmuseet Nord Trøndelag	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	12
Государственная Третьяковская Галерея / The State Tretyakov Gallery	russia	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	631
Pokrajinski muzej Celje	slovenia	http://creativecommons.org/licenses/by-nc/3.0/	IMAGE	2015	537
Pokrajinski muzej Celje	slovenia	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	91
Stiklestad Nasjonale kultursenter	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	5
Stiklestad Nasjonale kultursenter	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2015	621
Stephan von Huene, Artist's Estate	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	623
Collectie Vlaamse Gemeenschap	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	310
Collectie Vlaamse Gemeenschap	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	310
The Cyprus Institute - STARC / Βυζαντινό Μουσείο Ιδρύματος Αρχιεπισκόπου Μακαρίου Γ'	cyprus	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	617
Central Institute for the Union Catalogue of Italian Libraries	italy	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	67500
