museo	nazione	licenza	tipo	anno	nopere
National Library of Rome - Italy	italy	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2014	2500
National Library of Rome - Italy	italy	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	5579
Szépművészeti Múzeum	hungary	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2014	8038
Helgeland Museum	norway	http://creativecommons.org/licenses/by-sa/3.0/	VIDEO	2015	1
Helgeland Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2013	1
Helgeland Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	2940
Helgeland Museum	norway	http://www.europeana.eu/rights/unknown/	IMAGE	2014	214
Helgeland Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1496
Helgeland Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	3085
Helgeland Museum	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2015	276
Catálogo Colectivo de la Red de Bibliotecas de los Archivos Estatales	spain	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	7817
Catálogo Colectivo de la Red de Bibliotecas de los Archivos Estatales	spain	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2016	60
Catálogo Colectivo de la Red de Bibliotecas de los Archivos Estatales	spain	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	84
Catálogo Colectivo de la Red de Bibliotecas de los Archivos Estatales	spain	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	27
Cultural and Educational Technology Institute - Research Centre Athena	greece	http://creativecommons.org/licenses/by-nc-nd/3.0/	TEXT	2015	3944
Cultural and Educational Technology Institute - Research Centre Athena	greece	http://creativecommons.org/licenses/by-nc-nd/3.0/	_3D	2015	22
Cultural and Educational Technology Institute - Research Centre Athena	greece	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2015	3922
TopFoto	united kingdom	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	5785
TopFoto	united kingdom	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	2052
Brabants Historisch Informatie Centrum	netherlands	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	129371
ul. Partyzantów 1810-521 Olsztyn	poland	http://www.europeana.eu/rights/rr-f/	TEXT	2015	7579
ul. Partyzantów 1810-521 Olsztyn	poland	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2015	197
Stiftelsen Nordmøre Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	1370
Stiftelsen Nordmøre Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	3300
Stiftelsen Nordmøre Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	3068
Stiftelsen Nordmøre Museum	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2015	5
Irish Traditional Music Archive	ireland	http://creativecommons.org/licenses/by-nc-nd/4.0/	TEXT	2016	1221
Irish Traditional Music Archive	ireland	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	259
Irish Traditional Music Archive	ireland	http://creativecommons.org/publicdomain/mark/1.0/	SOUND	2016	436
Irish Traditional Music Archive	ireland	http://www.europeana.eu/rights/rr-f/	VIDEO	2016	14
Irish Traditional Music Archive	ireland	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2016	764
Irish Traditional Music Archive	ireland	http://www.europeana.eu/rights/rr-f/	SOUND	2016	670
Irish Traditional Music Archive	ireland	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	382
Irish Traditional Music Archive	ireland	http://creativecommons.org/licenses/by-nc-nd/4.0/	SOUND	2016	2
Irish Traditional Music Archive	ireland	http://creativecommons.org/publicdomain/mark/1.0/	SOUND	2015	139
Irish Traditional Music Archive	ireland	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	108
Irish Traditional Music Archive	ireland	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	420
Irish Traditional Music Archive	ireland	http://www.europeana.eu/rights/rr-f/	SOUND	2015	839
Irish Traditional Music Archive	ireland	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	271
Irish Traditional Music Archive	ireland	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	94
Irish Traditional Music Archive	ireland	http://www.europeana.eu/rights/rr-f/	TEXT	2015	58
Irish Traditional Music Archive	ireland	http://www.europeana.eu/rights/rr-f/	TEXT	2016	4
Irish Traditional Music Archive	ireland	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	172
Irish Traditional Music Archive	ireland	http://www.europeana.eu/rights/rr-f/	SOUND	2014	917
Irish Traditional Music Archive	ireland	http://www.europeana.eu/rights/rr-f/	TEXT	2014	215
Irish Traditional Music Archive	ireland	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	683
Gudbrandsdalsmusea AS	norway	http://www.europeana.eu/rights/rr-f/	SOUND	2015	2
Gudbrandsdalsmusea AS	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	3475
Gudbrandsdalsmusea AS	norway	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2014	1
Gudbrandsdalsmusea AS	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	2398
Gudbrandsdalsmusea AS	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1760
Rossimoda Shoe Museum	italy	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2014	7569
Royal Museum for Central Africa	belgium	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2016	5000
Royal Museum for Central Africa	belgium	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2015	2500
Lokalhistorisk Arkiv, Silkeborg	denmark	http://creativecommons.org/licenses/by-nc-nd/1.0/	IMAGE	2015	7436
Museum of Fine Arts - Hungarian National Gallery, Budapest	hungary	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2016	4
Museum of Fine Arts - Hungarian National Gallery, Budapest	hungary	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	4
Museum of Fine Arts - Hungarian National Gallery, Budapest	hungary	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	3139
Museum of Fine Arts - Hungarian National Gallery, Budapest	hungary	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	3401
Museum of Fine Arts - Hungarian National Gallery, Budapest	hungary	http://www.europeana.eu/rights/rr-f/	TEXT	2014	777
Larvik Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	82
Larvik Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	633
Larvik Museum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	4055
Larvik Museum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2015	1999
Larvik Museum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2016	514
Larvik Museum	norway	http://creativecommons.org/licenses/by-nc/3.0/	IMAGE	2014	5
Larvik Museum	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2015	1
Larvik Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	7
RIUMA (Universidad de Málaga, Spain)	spain	http://creativecommons.org/licenses/by-nc-nd/3.0/es/	TEXT	2016	4383
RIUMA (Universidad de Málaga, Spain)	spain	http://creativecommons.org/licenses/by-nc-nd/3.0/es/	TEXT	2015	2872
RIUMA (Universidad de Málaga, Spain)	spain	http://creativecommons.org/licenses/by-nc-nd/3.0/es/	IMAGE	2016	8
Ghent University Library	belgium	http://creativecommons.org/licenses/by-sa/4.0/	IMAGE	2015	36977
Ghent University Library	belgium	http://www.europeana.eu/rights/rr-f/	TEXT	2015	90201
Ghent University Library	belgium	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	15
Ghent University Library	belgium	http://www.europeana.eu/rights/rr-f/	SOUND	2015	8
Ghent University Library	belgium	http://creativecommons.org/licenses/by-sa/4.0/	TEXT	2015	1249
Ghent University Library	belgium	http://creativecommons.org/licenses/by-sa/4.0/	SOUND	2015	1
Ghent University Library	belgium	http://creativecommons.org/licenses/by-sa/4.0/	_3D	2015	2
Bundesarchiv	germany	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2015	1044
Bundesarchiv	germany	http://creativecommons.org/licenses/by/3.0/de/	TEXT	2015	5857
Bundesarchiv	germany	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2014	1
Bundesarchiv	germany	http://creativecommons.org/licenses/by/3.0/	TEXT	2015	140
Bundesarchiv	germany	http://www.europeana.eu/rights/rr-f/	VIDEO	2016	6
Bundesarchiv	germany	http://www.europeana.eu/rights/rr-f/	VIDEO	2014	53
Bundesarchiv	germany	http://www.europeana.eu/rights/rr-f/	VIDEO	2013	105
Regione Veneto - CulturaItalia	italy	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	967
Regione Veneto - CulturaItalia	italy	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	6160
Norsk Farmasihistorisk Museum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	4458
Norsk Farmasihistorisk Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	744
Norsk Farmasihistorisk Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1510
Norsk Farmasihistorisk Museum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2015	28
Norsk Farmasihistorisk Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	160
Norsk Farmasihistorisk Museum	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2015	3
Ajtte, Svenskt Fjäll- och Samemuseum	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2016	3
Ajtte, Svenskt Fjäll- och Samemuseum	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2014	6600
Ajtte, Svenskt Fjäll- och Samemuseum	sweden	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	2
Ajtte, Svenskt Fjäll- och Samemuseum	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2015	264
SUMMA. Repositorio Documental UPSA	spain	http://creativecommons.org/licenses/by-nc-nd/3.0/es/	TEXT	2016	3997
SUMMA. Repositorio Documental UPSA	spain	http://creativecommons.org/licenses/by-nc-nd/3.0/es/	TEXT	2015	163
SUMMA. Repositorio Documental UPSA	spain	http://creativecommons.org/licenses/by-nc-nd/3.0/es/	TEXT	2014	775
SUMMA. Repositorio Documental UPSA	spain	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2016	100
SUMMA. Repositorio Documental UPSA	spain	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	1778
Regione Umbria	italy	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	3170
Regione Umbria	italy	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	3622
Library and  Information Center, University of Patras	greece	http://www.europeana.eu/rights/unknown/	TEXT	2015	6710
Swiss Federal Archives, Bern	switzerland	http://www.europeana.eu/rights/rr-f/	TEXT	2015	6684
Sunnfjord Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	41
Sunnfjord Museum	norway	http://www.europeana.eu/rights/rr-f/	TEXT	2013	3
Sunnfjord Museum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2016	11
Sunnfjord Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	300
Sunnfjord Museum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	6240
Sunnfjord Museum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1
Sunnfjord Museum	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2015	1
Provinciaal Depot Limburg (provincielimburg.adlibsoft.com)	netherlands	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	6476
Galiciana: Biblioteca Digital de Galicia	spain	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	69527
Galiciana: Biblioteca Digital de Galicia	spain	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	173
Galiciana: Biblioteca Digital de Galicia	spain	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2015	5
Galiciana: Biblioteca Digital de Galicia	spain	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2015	55757
Harvard University, MCZ, Ernst Mayr Library	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2015	6438
Institute of Botany of Slovak Academy of Sciences	slovakia	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2016	4890
Institute of Botany of Slovak Academy of Sciences	slovakia	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2015	231
Institute of Botany of Slovak Academy of Sciences	slovakia	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2014	872
Hoogheemraadschap van Rijnland	netherlands	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2016	6260
Slovenský národný archív	slovakia	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	6145
Slovenský národný archív	slovakia	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2014	4
Slovenský národný archív	slovakia	http://creativecommons.org/publicdomain/zero/1.0/	TEXT	2015	32
Museu Frederic Marès	spain	http://creativecommons.org/licenses/by-nc/4.0/	IMAGE	2016	1313
Museu Frederic Marès	spain	http://creativecommons.org/licenses/by-nc/4.0/	IMAGE	2014	4846
Relaciones de Sucesos	spain	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	5941
Relaciones de Sucesos	spain	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2016	170
TVR	romania	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	3132
TVR	romania	http://www.europeana.eu/rights/rr-f/	VIDEO	2016	2947
Bibliothèque Méjanes	france	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	557
Bibliothèque Méjanes	france	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2016	5498
Herman Ottó Múzeum - Miskolc	hungary	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2016	5615
Herman Ottó Múzeum - Miskolc	hungary	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2015	400
Herman Ottó Múzeum - Miskolc	hungary	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2016	1
Deutsche Kinemathek	germany	http://creativecommons.org/licenses/by-nc-nd/3.0/	TEXT	2014	126
Deutsche Kinemathek	germany	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2014	5401
Deutsche Kinemathek	germany	http://creativecommons.org/licenses/by-nc-nd/3.0/	VIDEO	2014	74
Deutsche Kinemathek	germany	http://www.europeana.eu/rights/rr-f/	VIDEO	2016	33
Deutsche Kinemathek	germany	http://www.europeana.eu/rights/orphan-work-eu/	VIDEO	2016	10
Deutsche Kinemathek	germany	http://creativecommons.org/publicdomain/mark/1.0/	VIDEO	2016	2
Deutsche Kinemathek	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	263
EuroPhoto ANP provider	netherlands	http://www.europeana.eu/rights/rr-p/	IMAGE	2015	123631
Museum Plantin-Moretus | Prentenkabinet	belgium	http://creativecommons.org/licenses/by-nc-nd/	IMAGE	2015	5814
Zofia Rydet	poland	http://www.europeana.eu/rights/rr-f/	TEXT	2014	5798
"Technical Chamber of
 Greece"	greece	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	5783
Historisch Museum Rotterdam	netherlands	http://creativecommons.org/licenses/by/3.0/	IMAGE	2015	5750
Transmediale festival	germany	http://www.europeana.eu/rights/rr-f/	TEXT	2015	497
Transmediale festival	germany	http://www.europeana.eu/rights/rr-f/	VIDEO	2015	3628
Transmediale festival	germany	http://www.europeana.eu/rights/rr-f/	SOUND	2015	303
Transmediale festival	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1285
Transmediale festival	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1
Lambeth Landmark	united kingdom	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	5700
SNM - Archeologické múzeum v Bratislave	slovakia	http://www.europeana.eu/rights/unknown/	IMAGE	2014	5658
SNM - Múzeum Bojnice v Bojniciach	slovakia	http://www.europeana.eu/rights/unknown/	IMAGE	2014	5594
Museum of Applied Art, Belgrade	serbia	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	3379
Museum of Applied Art, Belgrade	serbia	http://www.europeana.eu/rights/rr-f/	TEXT	2014	54
Museum of Applied Art, Belgrade	serbia	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	2105
Museum of Applied Art, Belgrade	serbia	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	3
Museum of Applied Art, Belgrade	serbia	http://www.europeana.eu/rights/rr-f/	TEXT	2016	39
Fundación Integra	spain	http://www.europeana.eu/rights/rr-f/	TEXT	2014	5547
Fundación Integra	spain	http://www.europeana.eu/rights/rr-f/	TEXT	2016	1
Fundación Integra	spain	http://www.europeana.eu/rights/rr-f/	TEXT	2015	1
Upplandsmuseet	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2014	98319
Upplandsmuseet	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2016	7875
Upplandsmuseet	sweden	http://creativecommons.org/licenses/by-nc-nd/2.5/	IMAGE	2015	6253
Upplandsmuseet	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	2483
Upplandsmuseet	sweden	http://creativecommons.org/licenses/by/2.5/	IMAGE	2014	2
Upplandsmuseet	sweden	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	156
Aulestad	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	5503
Aulestad	norway	http://creativecommons.org/licenses/by-nc/3.0/	IMAGE	2014	1
Musik & Teatermuseet	europe	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2013	5435
Amsterdam Museum	netherlands	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2015	3693
Amsterdam Museum	netherlands	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	1179
Amsterdam Museum	netherlands	http://creativecommons.org/publicdomain/zero/1.0/	IMAGE	2016	400
Amsterdam Museum	netherlands	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	136
KAMRA	slovenia	http://creativecommons.org/licenses/by-nc/3.0/	IMAGE	2016	4230
KAMRA	slovenia	http://www.europeana.eu/rights/unknown/	IMAGE	2016	79
KAMRA	slovenia	http://creativecommons.org/licenses/by-nc/3.0/	TEXT	2016	133
KAMRA	slovenia	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	892
KAMRA	slovenia	http://creativecommons.org/licenses/by-nc/3.0/	VIDEO	2016	23
KAMRA	slovenia	http://creativecommons.org/licenses/by-nc/3.0/	SOUND	2016	20
KAMRA	slovenia	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2016	13
Museene for kystkultur og gjenreisning IKS	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2013	1
Museene for kystkultur og gjenreisning IKS	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2015	988
Museene for kystkultur og gjenreisning IKS	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	143
Museene for kystkultur og gjenreisning IKS	norway	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2015	321
Museene for kystkultur og gjenreisning IKS	norway	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2014	1217
Museene for kystkultur og gjenreisning IKS	norway	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2016	3
Museene for kystkultur og gjenreisning IKS	norway	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2015	38
Museene for kystkultur og gjenreisning IKS	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2016	150
Museene for kystkultur og gjenreisning IKS	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	115
Museene for kystkultur og gjenreisning IKS	norway	http://creativecommons.org/licenses/by-sa/3.0/	IMAGE	2014	804
Museene for kystkultur og gjenreisning IKS	norway	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2015	1
Museene for kystkultur og gjenreisning IKS	norway	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2016	24
Museene for kystkultur og gjenreisning IKS	norway	http://creativecommons.org/licenses/by-nc/3.0/	IMAGE	2015	1
Museene for kystkultur og gjenreisning IKS	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	1419
Museene for kystkultur og gjenreisning IKS	norway	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2014	28
Library of Congress (archive.org)	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2015	5188
Stockholm University	sweden	http://www.europeana.eu/rights/rr-f/	TEXT	2016	5122
Press and Information Office, Republic of Cyprus	cyprus	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	5112
CNRS-MMSH	france	http://creativecommons.org/licenses/by-nd/4.0/	IMAGE	2016	564
CNRS-MMSH	france	http://creativecommons.org/licenses/by-nc/3.0/	SOUND	2016	3277
CNRS-MMSH	france	http://creativecommons.org/licenses/by-nc/3.0/	SOUND	2015	1198
CNRS-MMSH	france	http://creativecommons.org/licenses/by-nc/3.0/	VIDEO	2016	43
Centralna Baza Judaików	poland	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	5068
National Library of Wales	united kingdom	http://www.europeana.eu/rights/unknown/	TEXT	2014	104104
National Library of Wales	united kingdom	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	2063
National Library of Wales	united kingdom	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2015	7555
National Library of Wales	united kingdom	http://creativecommons.org/licenses/by-nc-sa/3.0/    	IMAGE	2016	1403
National Library of Wales	united kingdom	http://www.europeana.eu/rights/rr-f/	TEXT	2015	13
National Library of Wales	united kingdom	http://creativecommons.org/licenses/by/4.0	IMAGE	2016	1
National Library of Wales	united kingdom	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	7
National Library of Wales	united kingdom	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2016	1
National Library of Wales	united kingdom	http://creativecommons.org/licenses/by-nc/4.0/	IMAGE	2016	1
National Library of Wales	united kingdom	http://creativecommons.org/licenses/by-sa/4.0/	IMAGE	2014	440
Lokalhistorisk Arkiv i Gentofte	denmark	http://creativecommons.org/licenses/by-nc-nd/1.0/	IMAGE	2015	5044
The National Library of Russia 	russia	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2015	5037
Hemsedal Bygdearkiv	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	942
Hemsedal Bygdearkiv	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	826
Hemsedal Bygdearkiv	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	3207
Stadsarchief Breda	netherlands	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	4933
Hagyományok Háza	hungary	http://creativecommons.org/licenses/by-nc-nd/4.0/	IMAGE	2016	4879
Šiaulių aps. VB / Siauliai County Public Library	lithuania	http://www.europeana.eu/rights/rr-f/	TEXT	2016	3
Šiaulių aps. VB / Siauliai County Public Library	lithuania	http://www.europeana.eu/rights/rr-f/	TEXT	2015	6
Šiaulių aps. VB / Siauliai County Public Library	lithuania	http://www.europeana.eu/rights/rr-f/	TEXT	2014	1
Šiaulių aps. VB / Siauliai County Public Library	lithuania	http://www.europeana.eu/rights/rr-f/	TEXT	2013	1207
Šiaulių aps. VB / Siauliai County Public Library	lithuania	http://www.europeana.eu/rights/rr-f/	IMAGE	2013	3619
Muziekinstrumentenmuseum - Musée des instruments de musique	europe	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2013	4814
Roman Inscriptions of Britain	united kingdom	http://creativecommons.org/licenses/by/3.0/	TEXT	2015	4760
Roman Inscriptions of Britain	united kingdom	http://creativecommons.org/licenses/by-sa/3.0/	TEXT	2015	2
MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst	austria	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	1
MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst	austria	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	4569
MAK - Österreichisches Museum für angewandte Kunst / Gegenwartskunst	austria	http://www.europeana.eu/rights/rr-f/	_3D	2014	126
Verbundkatalog Kalliope	germany	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	4662
National and University Library of Slovenia	slovenia	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2016	927
National and University Library of Slovenia	slovenia	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	2893
National and University Library of Slovenia	slovenia	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2016	62164
National and University Library of Slovenia	slovenia	http://www.europeana.eu/rights/rr-f/	TEXT	2016	10328
National and University Library of Slovenia	slovenia	http://www.europeana.eu/rights/unknown/	IMAGE	2016	90
National and University Library of Slovenia	slovenia	http://creativecommons.org/publicdomain/mark/1.0/	TEXT	2014	28904
National and University Library of Slovenia	slovenia	http://www.europeana.eu/rights/unknown/	TEXT	2014	8759
National and University Library of Slovenia	slovenia	http://www.europeana.eu/rights/rr-f/	SOUND	2016	99
National and University Library of Slovenia	slovenia	http://www.europeana.eu/rights/unknown/	TEXT	2016	2
Saarländisches Schulmuseum	germany	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	4639
Bibliothèque nationale de France	europe	http://www.europeana.eu/rights/rr-f/	TEXT	2016	3
Bibliothèque nationale de France	france	http://creativecommons.org/licenses/by-nc-sa/4.0/	IMAGE	2016	2
Bibliothèque nationale de France	france	http://creativecommons.org/publicdomain/mark/1.0/	SOUND	2015	3731
Bibliothèque nationale de France	france	http://creativecommons.org/publicdomain/mark/1.0/	SOUND	2016	851
Sinebrychoffin taidemuseo	finland	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	4484
Theatercollectie Bijzondere Collecties UvA (stichting TiN)	netherlands	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	4480
Hadeland Folkemuseum	norway	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2014	1032
Hadeland Folkemuseum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2016	251
Hadeland Folkemuseum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2014	2697
Hadeland Folkemuseum	norway	http://www.europeana.eu/rights/rr-f/	IMAGE	2015	265
Hadeland Folkemuseum	norway	http://creativecommons.org/licenses/by-nc/3.0/	IMAGE	2014	2
Hadeland Folkemuseum	norway	http://creativecommons.org/licenses/by-nc/3.0/	IMAGE	2015	1
Hadeland Folkemuseum	norway	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2016	61
Hadeland Folkemuseum	norway	http://creativecommons.org/licenses/by-nc-sa/3.0/	IMAGE	2015	77
Hadeland Folkemuseum	norway	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2014	53
Hadeland Folkemuseum	norway	http://creativecommons.org/licenses/by-nc-nd/3.0/	IMAGE	2015	2
Hadeland Folkemuseum	norway	http://creativecommons.org/publicdomain/mark/1.0/	IMAGE	2014	4
Bitoteko (Federación Española de Esperanto = Hispana Esperanto-Federacio)	spain	http://creativecommons.org/licenses/by-nc-nd/3.0/	TEXT	2016	3872
Bitoteko (Federación Española de Esperanto = Hispana Esperanto-Federacio)	spain	http://creativecommons.org/licenses/by-nc-nd/3.0/	SOUND	2016	40
Bitoteko (Federación Española de Esperanto = Hispana Esperanto-Federacio)	spain	http://creativecommons.org/licenses/by-nc-nd/3.0/	VIDEO	2016	211
